Gene stable ID	Gene name	Mouse gene stable ID	Mouse homology type
ENSBTAG00000061284			
ENSBTAG00000063340			
ENSBTAG00000059673			
ENSBTAG00000060721			
ENSBTAG00000063423			
ENSBTAG00000056089			
ENSBTAG00000060732			
ENSBTAG00000067907			
ENSBTAG00000061743			
ENSBTAG00000073213			
ENSBTAG00000073030	U6		
ENSBTAG00000053870	bta-mir-12026-1		
ENSBTAG00000045172	bta-mir-2358		
ENSBTAG00000012798	KCNH8	ENSMUSG00000035580	ortholog_one2one
ENSBTAG00000013806	EFHB	ENSMUSG00000023931	ortholog_one2one
ENSBTAG00000046385	RAB5A	ENSMUSG00000017831	ortholog_one2one
ENSBTAG00000004061	PP2D1	ENSMUSG00000044957	ortholog_one2one
ENSBTAG00000000746	KAT2B	ENSMUSG00000000708	ortholog_one2one
ENSBTAG00000000752	SGO1	ENSMUSG00000023940	ortholog_one2one
ENSBTAG00000021158	SATB1	ENSMUSG00000023927	ortholog_one2one
ENSBTAG00000012023	GPX5		
ENSBTAG00000053325		ENSMUSG00000004341	ortholog_one2many
ENSBTAG00000049158	ZNF596		
ENSBTAG00000004538	PRDM9	ENSMUSG00000051977	ortholog_one2many
ENSBTAG00000037965	ZSCAN23		
ENSBTAG00000051758		ENSMUSG00000033715	ortholog_many2many
ENSBTAG00000051758		ENSMUSG00000025955	ortholog_many2many
ENSBTAG00000051758		ENSMUSG00000021207	ortholog_many2many
ENSBTAG00000051758		ENSMUSG00000021214	ortholog_many2many
ENSBTAG00000051758		ENSMUSG00000021210	ortholog_many2many
ENSBTAG00000051758		ENSMUSG00000054757	ortholog_many2many
ENSBTAG00000012867	TXLNA	ENSMUSG00000053841	ortholog_one2one
ENSBTAG00000002896	KPNA6	ENSMUSG00000003731	ortholog_one2one
ENSBTAG00000072601		ENSMUSG00000037805	ortholog_one2many
ENSBTAG00000016954	TMEM39B	ENSMUSG00000053730	ortholog_one2one
ENSBTAG00000012497	KHDRBS1	ENSMUSG00000028790	ortholog_one2one
ENSBTAG00000049541	ASMT	ENSMUSG00000093806	ortholog_one2many
ENSBTAG00000049601	OR2B28	ENSMUSG00000045508	ortholog_one2many
ENSBTAG00000057223			
ENSBTAG00000058520			
ENSBTAG00000068359			
ENSBTAG00000073813			
ENSBTAG00000077371			
ENSBTAG00000071185			
ENSBTAG00000075812			
ENSBTAG00000069648			
ENSBTAG00000065429			
ENSBTAG00000066274			
ENSBTAG00000072917			
ENSBTAG00000067658			
ENSBTAG00000067180			
ENSBTAG00000067785			
ENSBTAG00000073502			
ENSBTAG00000076583			
ENSBTAG00000059893			
ENSBTAG00000071595			
ENSBTAG00000078368			
ENSBTAG00000066606			
ENSBTAG00000075090			
ENSBTAG00000043742	SNORA79		
ENSBTAG00000047651	U1		
ENSBTAG00000052043	bta-mir-2285e-1		
ENSBTAG00000074503		ENSMUSG00000033715	ortholog_many2many
ENSBTAG00000074503		ENSMUSG00000025955	ortholog_many2many
ENSBTAG00000074503		ENSMUSG00000021207	ortholog_many2many
ENSBTAG00000074503		ENSMUSG00000021214	ortholog_many2many
ENSBTAG00000074503		ENSMUSG00000021210	ortholog_many2many
ENSBTAG00000074503		ENSMUSG00000054757	ortholog_many2many
ENSBTAG00000019314	USP25	ENSMUSG00000022867	ortholog_one2one
ENSBTAG00000047293	NRIP1	ENSMUSG00000048490	ortholog_one2one
ENSBTAG00000009851	ROBO1	ENSMUSG00000022883	ortholog_one2one
ENSBTAG00000036262	GBE1	ENSMUSG00000022707	ortholog_one2one
ENSBTAG00000002623	SAMSN1	ENSMUSG00000022876	ortholog_one2one
ENSBTAG00000073338	HSPA13	ENSMUSG00000032932	ortholog_one2one
ENSBTAG00000054574	ABCC13		
ENSBTAG00000035064	C4H7orf57	ENSMUSG00000040978	ortholog_one2one
ENSBTAG00000034905	TMBIM7	ENSMUSG00000014529	ortholog_one2one
ENSBTAG00000061729	GATAD1	ENSMUSG00000007415	ortholog_one2one
ENSBTAG00000024431	PEX1	ENSMUSG00000005907	ortholog_one2one
ENSBTAG00000018363	RBM48	ENSMUSG00000040302	ortholog_one2one
ENSBTAG00000003810		ENSMUSG00000008307	ortholog_one2one
ENSBTAG00000050705	FAM133B	ENSMUSG00000058503	ortholog_one2one
ENSBTAG00000008155	SUN3	ENSMUSG00000040985	ortholog_one2one
ENSBTAG00000050410			
ENSBTAG00000057170	PTTG1IP2		
ENSBTAG00000044023	CDK6	ENSMUSG00000040274	ortholog_one2one
ENSBTAG00000003531	ABCA13	ENSMUSG00000004668	ortholog_one2one
ENSBTAG00000048664	CDK14	ENSMUSG00000028926	ortholog_one2one
ENSBTAG00000003625	VSTM2A	ENSMUSG00000048834	ortholog_one2one
ENSBTAG00000045617	MTERF1	ENSMUSG00000053178	ortholog_one2many
ENSBTAG00000045617	MTERF1	ENSMUSG00000040429	ortholog_one2many
ENSBTAG00000014016	IKZF1	ENSMUSG00000018654	ortholog_one2one
ENSBTAG00000007442	AKAP9	ENSMUSG00000040407	ortholog_one2one
ENSBTAG00000001992	CYP51A1	ENSMUSG00000001467	ortholog_one2one
ENSBTAG00000001571	LRRD1	ENSMUSG00000040367	ortholog_one2one
ENSBTAG00000002750	KRIT1	ENSMUSG00000000600	ortholog_one2one
ENSBTAG00000034936	ANKIB1	ENSMUSG00000040351	ortholog_one2one
ENSBTAG00000008428	UPP1	ENSMUSG00000020407	ortholog_one2one
ENSBTAG00000017086	GRB10	ENSMUSG00000020176	ortholog_one2one
ENSBTAG00000020869	DDC	ENSMUSG00000020182	ortholog_one2one
ENSBTAG00000001500	FIGNL1	ENSMUSG00000035455	ortholog_one2one
ENSBTAG00000043955	SPMIP7	ENSMUSG00000020191	ortholog_one2one
ENSBTAG00000005499	ZPBP	ENSMUSG00000020193	ortholog_one2one
ENSBTAG00000044068	VWC2	ENSMUSG00000050830	ortholog_one2one
ENSBTAG00000023806	COBL	ENSMUSG00000020173	ortholog_one2one
ENSBTAG00000002107	FZD1	ENSMUSG00000044674	ortholog_one2one
ENSBTAG00000077245		ENSMUSG00000001674	ortholog_one2many
ENSBTAG00000048169			
ENSBTAG00000079073			
ENSBTAG00000077636			
ENSBTAG00000073769			
ENSBTAG00000077350			
ENSBTAG00000060343			
ENSBTAG00000072651			
ENSBTAG00000056855			
ENSBTAG00000076116			
ENSBTAG00000062875			
ENSBTAG00000056524			
ENSBTAG00000068488			
ENSBTAG00000066436			
ENSBTAG00000070221			
ENSBTAG00000078687			
ENSBTAG00000071059			
ENSBTAG00000071893			
ENSBTAG00000072985			
ENSBTAG00000071944			
ENSBTAG00000060280			
ENSBTAG00000059333			
ENSBTAG00000078827	U6		
ENSBTAG00000045389	U6		
ENSBTAG00000044931	U6	ENSMUSG00000119906	ortholog_one2one
ENSBTAG00000030095	bta-mir-584-5		
ENSBTAG00000038422		ENSMUSG00000062382	ortholog_many2many
ENSBTAG00000038422		ENSMUSG00000050708	ortholog_many2many
ENSBTAG00000034347	RBM11	ENSMUSG00000032940	ortholog_one2one
ENSBTAG00000038512	LIPI	ENSMUSG00000032948	ortholog_one2one
ENSBTAG00000010462	ROBO2	ENSMUSG00000052516	ortholog_one2one
ENSBTAG00000076267			
ENSBTAG00000060824			
ENSBTAG00000073033			
ENSBTAG00000056526			
ENSBTAG00000073885			
ENSBTAG00000058583			
ENSBTAG00000063163			
ENSBTAG00000072355			
ENSBTAG00000075555			
ENSBTAG00000074741			
ENSBTAG00000043669	U6		
ENSBTAG00000043751	U2	ENSMUSG00000084669	ortholog_one2one
ENSBTAG00000050084	5S_rRNA		
ENSBTAG00000013541	LMO3	ENSMUSG00000030226	ortholog_one2one
ENSBTAG00000022360	SOX5	ENSMUSG00000041540	ortholog_one2one
ENSBTAG00000005833	ETNK1	ENSMUSG00000030275	ortholog_one2one
ENSBTAG00000010818	AEBP2	ENSMUSG00000030232	ortholog_one2one
ENSBTAG00000001673	C2CD5	ENSMUSG00000030279	ortholog_one2one
ENSBTAG00000000593	ST8SIA1	ENSMUSG00000030283	ortholog_one2one
ENSBTAG00000026611		ENSMUSG00000048473	ortholog_one2one
ENSBTAG00000010136	CMAS	ENSMUSG00000030282	ortholog_one2one
ENSBTAG00000019294	ABCC9	ENSMUSG00000030249	ortholog_one2one
ENSBTAG00000072324	KCNJ8	ENSMUSG00000030247	ortholog_one2one
ENSBTAG00000019603	LDHB	ENSMUSG00000030246	ortholog_one2many
ENSBTAG00000013333	GYS2	ENSMUSG00000030244	ortholog_one2one
ENSBTAG00000053951	SPX	ENSMUSG00000071112	ortholog_one2one
ENSBTAG00000000379	GOLT1B	ENSMUSG00000030245	ortholog_one2one
ENSBTAG00000021083	RECQL	ENSMUSG00000030243	ortholog_one2one
ENSBTAG00000021078	PYROXD1	ENSMUSG00000041671	ortholog_one2one
ENSBTAG00000003282	SLCO1A2	ENSMUSG00000041698	ortholog_one2many
ENSBTAG00000003282	SLCO1A2	ENSMUSG00000079262	ortholog_one2many
ENSBTAG00000003282	SLCO1A2	ENSMUSG00000063975	ortholog_one2many
ENSBTAG00000003282	SLCO1A2	ENSMUSG00000084927	ortholog_one2many
ENSBTAG00000003282	SLCO1A2	ENSMUSG00000030237	ortholog_one2many
ENSBTAG00000003282	SLCO1A2	ENSMUSG00000079263	ortholog_one2many
ENSBTAG00000010530	IAPP	ENSMUSG00000041681	ortholog_one2one
ENSBTAG00000022329	SLCO1B3	ENSMUSG00000030236	ortholog_one2one
ENSBTAG00000076736	PLEKHA5		
ENSBTAG00000019602	SLCO1C1	ENSMUSG00000030235	ortholog_one2one
ENSBTAG00000010717	SSBP3	ENSMUSG00000061887	ortholog_one2one
ENSBTAG00000017260	PDE3A	ENSMUSG00000041741	ortholog_one2one
ENSBTAG00000008541	MGST1	ENSMUSG00000008540	ortholog_one2one
ENSBTAG00000000393	SSPN	ENSMUSG00000030255	ortholog_one2one
ENSBTAG00000064544	BHLHE41	ENSMUSG00000030256	ortholog_one2one
ENSBTAG00000013961	MYSM1	ENSMUSG00000062627	ortholog_one2one
ENSBTAG00000021980	RASSF8	ENSMUSG00000030259	ortholog_one2one
ENSBTAG00000000749	LMNTD1	ENSMUSG00000054966	ortholog_one2one
ENSBTAG00000013202	PLCZ1	ENSMUSG00000030230	ortholog_one2one
ENSBTAG00000010715	MRPL37	ENSMUSG00000028622	ortholog_one2one
ENSBTAG00000020715	PIK3C2G	ENSMUSG00000030228	ortholog_one2one
ENSBTAG00000020037	CYB5RL	ENSMUSG00000028621	ortholog_one2one
ENSBTAG00000030493	RERGL	ENSMUSG00000092164	ortholog_one2one
ENSBTAG00000020036	CDCP2	ENSMUSG00000047636	ortholog_one2one
ENSBTAG00000009778	KRAS	ENSMUSG00000030265	ortholog_one2one
ENSBTAG00000004381	TACSTD2	ENSMUSG00000051397	ortholog_one2one
ENSBTAG00000017326	OMA1	ENSMUSG00000035069	ortholog_one2one
ENSBTAG00000013802	DAB1	ENSMUSG00000028519	ortholog_one2one
ENSBTAG00000026624	ETFRF1	ENSMUSG00000040370	ortholog_one2one
ENSBTAG00000002972	DNAI7	ENSMUSG00000043541	ortholog_one2one
ENSBTAG00000003775	C8B	ENSMUSG00000029656	ortholog_one2one
ENSBTAG00000003774	C8A	ENSMUSG00000035031	ortholog_one2one
ENSBTAG00000009314	FYB2	ENSMUSG00000078612	ortholog_one2one
ENSBTAG00000018747	PRKAA2	ENSMUSG00000028518	ortholog_one2one
ENSBTAG00000011640	PLPP3	ENSMUSG00000028517	ortholog_one2one
ENSBTAG00000024195	LDLRAD1	ENSMUSG00000070877	ortholog_one2one
ENSBTAG00000019711	IRAG2	ENSMUSG00000030263	ortholog_one2one
ENSBTAG00000019198	LRRC42	ENSMUSG00000028617	ortholog_one2one
ENSBTAG00000007112	IFT25	ENSMUSG00000063172	ortholog_one2one
ENSBTAG00000013825	BCAT1	ENSMUSG00000030268	ortholog_one2many
ENSBTAG00000064751	DIO1	ENSMUSG00000034785	ortholog_one2one
ENSBTAG00000073273	CAPZA3	ENSMUSG00000041791	ortholog_one2one
ENSBTAG00000057846			
ENSBTAG00000062215			
ENSBTAG00000070306			
ENSBTAG00000075673			
ENSBTAG00000072568			
ENSBTAG00000056629			
ENSBTAG00000050962	YIPF1	ENSMUSG00000057375	ortholog_one2one
ENSBTAG00000063108			
ENSBTAG00000070993			
ENSBTAG00000006625	NDC1	ENSMUSG00000028614	ortholog_one2one
ENSBTAG00000077756			
ENSBTAG00000075746			
ENSBTAG00000077559			
ENSBTAG00000071271			
ENSBTAG00000017986	GLIS1	ENSMUSG00000034762	ortholog_one2one
ENSBTAG00000075069			
ENSBTAG00000075530			
ENSBTAG00000065358			
ENSBTAG00000009062	DMRTB1	ENSMUSG00000028610	ortholog_one2one
ENSBTAG00000048719			
ENSBTAG00000056784			
ENSBTAG00000009527	TCEANC2	ENSMUSG00000028619	ortholog_one2one
ENSBTAG00000061510			
ENSBTAG00000065428			
ENSBTAG00000079140			
ENSBTAG00000066802			
ENSBTAG00000057718			
ENSBTAG00000071207			
ENSBTAG00000009526	TMEM59	ENSMUSG00000028618	ortholog_one2many
ENSBTAG00000077650			
ENSBTAG00000069727			
ENSBTAG00000064266			
ENSBTAG00000077433			
ENSBTAG00000076181			
ENSBTAG00000020996	CLDND1	ENSMUSG00000022744	ortholog_one2one
ENSBTAG00000063515			
ENSBTAG00000012514	PODN	ENSMUSG00000028600	ortholog_one2one
ENSBTAG00000078338			
ENSBTAG00000063637			
ENSBTAG00000062563			
ENSBTAG00000060728			
ENSBTAG00000003746	SCP2	ENSMUSG00000028603	ortholog_one2one
ENSBTAG00000079168			
ENSBTAG00000078872			
ENSBTAG00000075421			
ENSBTAG00000056860			
ENSBTAG00000076216			
ENSBTAG00000075448			
ENSBTAG00000020997	GPR15	ENSMUSG00000047293	ortholog_one2one
ENSBTAG00000070575			
ENSBTAG00000004124	CPOX	ENSMUSG00000022742	ortholog_one2one
ENSBTAG00000073560			
ENSBTAG00000013662	COL8A1	ENSMUSG00000068196	ortholog_one2one
ENSBTAG00000055590			
ENSBTAG00000068649			
ENSBTAG00000013663	CMSS1	ENSMUSG00000022748	ortholog_one2one
ENSBTAG00000070581			
ENSBTAG00000002910	ECHDC2	ENSMUSG00000028601	ortholog_one2one
ENSBTAG00000069175			
ENSBTAG00000071268			
ENSBTAG00000013664	FILIP1L	ENSMUSG00000043336	ortholog_one2one
ENSBTAG00000071696	5S_rRNA		
ENSBTAG00000042573	U6		
ENSBTAG00000047742	bta-mir-2285y		
ENSBTAG00000017571	PLEKHA5	ENSMUSG00000030231	ortholog_one2one
ENSBTAG00000026032	ZYG11A	ENSMUSG00000034645	ortholog_one2one
ENSBTAG00000013667	TMEM30C	ENSMUSG00000022753	ortholog_one2one
ENSBTAG00000015010	TBC1D23	ENSMUSG00000022749	ortholog_one2one
ENSBTAG00000019680	ZYG11B	ENSMUSG00000034636	ortholog_one2one
ENSBTAG00000062331	COA7	ENSMUSG00000048351	ortholog_one2one
ENSBTAG00000039540			
ENSBTAG00000000736	LRP8	ENSMUSG00000028613	ortholog_one2one
ENSBTAG00000004471	ST3GAL6	ENSMUSG00000022747	ortholog_one2one
ENSBTAG00000014889	DCBLD2	ENSMUSG00000035107	ortholog_one2one
ENSBTAG00000004833	NIT2	ENSMUSG00000022751	ortholog_one2one
ENSBTAG00000003485	MAGOH	ENSMUSG00000028609	ortholog_one2one
ENSBTAG00000014302	TOMM70	ENSMUSG00000022752	ortholog_one2one
ENSBTAG00000003484	CZIB	ENSMUSG00000028608	ortholog_one2one
ENSBTAG00000034442	LNP1	ENSMUSG00000109588	ortholog_one2many
ENSBTAG00000014649	CPT2	ENSMUSG00000028607	ortholog_one2one
ENSBTAG00000012516	SLC1A7	ENSMUSG00000008932	ortholog_one2one
ENSBTAG00000061934			
ENSBTAG00000044107	SHISAL2A	ENSMUSG00000059816	ortholog_one2one
ENSBTAG00000013321		ENSMUSG00000022754	ortholog_many2many
ENSBTAG00000013321		ENSMUSG00000046748	ortholog_many2many
ENSBTAG00000018281	GPX7	ENSMUSG00000028597	ortholog_one2one
ENSBTAG00000061396			
ENSBTAG00000004459	TMEM45A	ENSMUSG00000022754	ortholog_many2many
ENSBTAG00000004459	TMEM45A	ENSMUSG00000046748	ortholog_many2many
ENSBTAG00000002721	TUT4	ENSMUSG00000034610	ortholog_one2one
ENSBTAG00000012140	ADGRG7	ENSMUSG00000022755	ortholog_one2one
ENSBTAG00000036282	CCDC59	ENSMUSG00000019897	ortholog_one2one
ENSBTAG00000008382	METTL25	ENSMUSG00000036009	ortholog_one2one
ENSBTAG00000051566	OR5H37P	ENSMUSG00000062105	ortholog_many2many
ENSBTAG00000051566	OR5H37P	ENSMUSG00000047960	ortholog_many2many
ENSBTAG00000051566	OR5H37P	ENSMUSG00000064006	ortholog_many2many
ENSBTAG00000051566	OR5H37P	ENSMUSG00000094539	ortholog_many2many
ENSBTAG00000051566	OR5H37P	ENSMUSG00000096695	ortholog_many2many
ENSBTAG00000051566	OR5H37P	ENSMUSG00000060057	ortholog_many2many
ENSBTAG00000051566	OR5H37P	ENSMUSG00000043357	ortholog_many2many
ENSBTAG00000002720	PRPF38A	ENSMUSG00000063800	ortholog_one2one
ENSBTAG00000016363	TFG	ENSMUSG00000022757	ortholog_one2one
ENSBTAG00000002888	TMTC2	ENSMUSG00000036019	ortholog_one2one
ENSBTAG00000002719	ORC1	ENSMUSG00000028587	ortholog_one2one
ENSBTAG00000026966	RASSF9	ENSMUSG00000044921	ortholog_one2one
ENSBTAG00000026836	ABI3BP	ENSMUSG00000035258	ortholog_one2one
ENSBTAG00000016990	USP24	ENSMUSG00000028514	ortholog_one2one
ENSBTAG00000005305	NTS	ENSMUSG00000019890	ortholog_one2one
ENSBTAG00000015662	IMPG2	ENSMUSG00000035270	ortholog_one2one
ENSBTAG00000011153	MGAT4C	ENSMUSG00000019888	ortholog_one2one
ENSBTAG00000014765		ENSMUSG00000039737	ortholog_one2many
ENSBTAG00000014003	MYF6	ENSMUSG00000035923	ortholog_one2one
ENSBTAG00000072048	BSND	ENSMUSG00000025418	ortholog_one2one
ENSBTAG00000016932	SENP7	ENSMUSG00000052917	ortholog_one2one
ENSBTAG00000070867	TMEM61	ENSMUSG00000085933	ortholog_one2one
ENSBTAG00000026972	MYF5	ENSMUSG00000000435	ortholog_one2one
ENSBTAG00000004688	DHCR24	ENSMUSG00000034926	ortholog_one2one
ENSBTAG00000011367	LIN7A	ENSMUSG00000019906	ortholog_one2one
ENSBTAG00000020784		ENSMUSG00000072946	ortholog_one2many
ENSBTAG00000017145	CIMAP2	ENSMUSG00000054362	ortholog_one2one
ENSBTAG00000018694	ACSS3	ENSMUSG00000035948	ortholog_one2one
ENSBTAG00000055903	PARS2	ENSMUSG00000043572	ortholog_one2one
ENSBTAG00000017132	TTC22	ENSMUSG00000034919	ortholog_one2one
ENSBTAG00000015931	TTC4	ENSMUSG00000025413	ortholog_one2one
ENSBTAG00000044141	MROH7	ENSMUSG00000047502	ortholog_one2one
ENSBTAG00000003036	PPFIA2	ENSMUSG00000053825	ortholog_one2one
ENSBTAG00000019801	FAM151A	ENSMUSG00000034871	ortholog_one2one
ENSBTAG00000039686	ACOT11	ENSMUSG00000034853	ortholog_one2one
ENSBTAG00000024027	TRMT10C	ENSMUSG00000044763	ortholog_one2one
ENSBTAG00000000074	NFIA	ENSMUSG00000028565	ortholog_one2one
ENSBTAG00000015069	PCNP	ENSMUSG00000071533	ortholog_one2one
ENSBTAG00000013460	ZBTB11	ENSMUSG00000022601	ortholog_one2one
ENSBTAG00000013461	RPL24	ENSMUSG00000098274	ortholog_one2one
ENSBTAG00000068635	JUN	ENSMUSG00000052684	ortholog_one2one
ENSBTAG00000074765		ENSMUSG00000015224	ortholog_many2many
ENSBTAG00000074765		ENSMUSG00000028571	ortholog_many2many
ENSBTAG00000013464	CEP97	ENSMUSG00000022604	ortholog_one2one
ENSBTAG00000009481	C3H1orf87	ENSMUSG00000078639	ortholog_one2one
ENSBTAG00000051030	CYP2J30	ENSMUSG00000015224	ortholog_many2many
ENSBTAG00000051030	CYP2J30	ENSMUSG00000028571	ortholog_many2many
ENSBTAG00000030671	HOOK1	ENSMUSG00000028572	ortholog_one2one
ENSBTAG00000013465	NXPE3	ENSMUSG00000075033	ortholog_one2one
ENSBTAG00000017161	TM2D1	ENSMUSG00000028563	ortholog_one2one
ENSBTAG00000030669	FGGY	ENSMUSG00000028573	ortholog_one2one
ENSBTAG00000048517		ENSMUSG00000020460	ortholog_one2one
ENSBTAG00000009769		ENSMUSG00000046402	ortholog_one2many
ENSBTAG00000010987	NFKBIZ	ENSMUSG00000035356	ortholog_one2one
ENSBTAG00000065748			
ENSBTAG00000075181			
ENSBTAG00000077993			
ENSBTAG00000059596			
ENSBTAG00000077600			
ENSBTAG00000000088	ALCAM	ENSMUSG00000022636	ortholog_one2one
ENSBTAG00000074567			
ENSBTAG00000064139			
ENSBTAG00000069569			
ENSBTAG00000013057	CBLB	ENSMUSG00000022637	ortholog_one2one
ENSBTAG00000068279			
ENSBTAG00000069351			
ENSBTAG00000062248			
ENSBTAG00000067325			
ENSBTAG00000003666	ZPLD1	ENSMUSG00000064310	ortholog_one2one
ENSBTAG00000075650			
ENSBTAG00000078800			
ENSBTAG00000062689			
ENSBTAG00000074411			
ENSBTAG00000013078	DNAH11	ENSMUSG00000018581	ortholog_one2one
ENSBTAG00000071610			
ENSBTAG00000074866			
ENSBTAG00000072089			
ENSBTAG00000010091	ARL6	ENSMUSG00000022722	ortholog_one2one
ENSBTAG00000078752			
ENSBTAG00000073969	ANAPC15	ENSMUSG00000030649	ortholog_many2many
ENSBTAG00000073969	ANAPC15	ENSMUSG00000074780	ortholog_many2many
ENSBTAG00000072809			
ENSBTAG00000078024			
ENSBTAG00000075335			
ENSBTAG00000047147	CRYBG3	ENSMUSG00000022723	ortholog_one2one
ENSBTAG00000059157			
ENSBTAG00000066992			
ENSBTAG00000057882			
ENSBTAG00000061675			
ENSBTAG00000004976	CDCA7L	ENSMUSG00000021175	ortholog_one2one
ENSBTAG00000067264			
ENSBTAG00000076456			
ENSBTAG00000074726			
ENSBTAG00000063565			
ENSBTAG00000060188			
ENSBTAG00000056656			
ENSBTAG00000015546	RIOX2	ENSMUSG00000022724	ortholog_one2one
ENSBTAG00000076930		ENSMUSG00000007987	ortholog_one2many
ENSBTAG00000018180	C5H12orf50	ENSMUSG00000056912	ortholog_one2one
ENSBTAG00000077718			
ENSBTAG00000003131	NDST4	ENSMUSG00000027971	ortholog_one2one
ENSBTAG00000058522			
ENSBTAG00000015539	RAPGEF5	ENSMUSG00000041992	ortholog_one2one
ENSBTAG00000057723			
ENSBTAG00000059786			
ENSBTAG00000014080	METTL14	ENSMUSG00000028114	ortholog_one2one
ENSBTAG00000065125			
ENSBTAG00000001416	GABRR3	ENSMUSG00000074991	ortholog_one2one
ENSBTAG00000057518			
ENSBTAG00000014921	IL6	ENSMUSG00000025746	ortholog_one2one
ENSBTAG00000020705	PRSS12	ENSMUSG00000027978	ortholog_one2one
ENSBTAG00000063176			
ENSBTAG00000052028		ENSMUSG00000063020	ortholog_one2many
ENSBTAG00000052028		ENSMUSG00000068182	ortholog_one2many
ENSBTAG00000018743	RLIG1	ENSMUSG00000046567	ortholog_one2one
ENSBTAG00000078435			
ENSBTAG00000048630	OR5AC31		
ENSBTAG00000046313	CCDC54	ENSMUSG00000050685	ortholog_one2one
ENSBTAG00000073899	TOMM7		
ENSBTAG00000078239			
ENSBTAG00000027782	OR5K1	ENSMUSG00000071510	ortholog_one2many
ENSBTAG00000027782	OR5K1	ENSMUSG00000049362	ortholog_one2many
ENSBTAG00000004575	HYCC1	ENSMUSG00000028995	ortholog_one2one
ENSBTAG00000071250	OR5K20	ENSMUSG00000060663	ortholog_many2many
ENSBTAG00000071250	OR5K20	ENSMUSG00000063137	ortholog_many2many
ENSBTAG00000071250	OR5K20	ENSMUSG00000062608	ortholog_many2many
ENSBTAG00000008255	QRFPR	ENSMUSG00000029917	ortholog_one2many
ENSBTAG00000008255	QRFPR	ENSMUSG00000058400	ortholog_one2many
ENSBTAG00000062881			
