Gene stable ID	Gene name	Mouse gene stable ID	Mouse homology type
ENSSSCG00000039603		ENSMUSG00000075102	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075111	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075100	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075101	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000100016	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075107	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075105	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075095	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000101391	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075104	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075099	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000099486	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075097	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000101918	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000101480	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000048226	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075112	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075110	ortholog_many2many
ENSSSCG00000039603		ENSMUSG00000075092	ortholog_many2many
ENSSSCG00000038064		ENSMUSG00000049372	ortholog_many2many
ENSSSCG00000038064		ENSMUSG00000082882	ortholog_many2many
ENSSSCG00000038064		ENSMUSG00000057735	ortholog_many2many
ENSSSCG00000050439		ENSMUSG00000081948	ortholog_many2many
ENSSSCG00000050439		ENSMUSG00000060827	ortholog_many2many
ENSSSCG00000032945			
ENSSSCG00000038027			
ENSSSCG00000038291		ENSMUSG00000075073	ortholog_one2many
ENSSSCG00000031900		ENSMUSG00000075093	ortholog_one2many
ENSSSCG00000038192			
ENSSSCG00000036465			
ENSSSCG00000032439			
ENSSSCG00000052941			
ENSSSCG00000000887		ENSMUSG00000019961	ortholog_one2many
ENSSSCG00000047835			
ENSSSCG00000056936			
ENSSSCG00000058683			
ENSSSCG00000046778			
ENSSSCG00000038204		ENSMUSG00000095612	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000076655	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000095571	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000094194	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000095285	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000103033	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000095429	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000095210	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000094951	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000076633	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000096108	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000094533	ortholog_many2many
ENSSSCG00000038204		ENSMUSG00000094134	ortholog_many2many
ENSSSCG00000046749			
ENSSSCG00000036233		ENSMUSG00000095612	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000076655	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000095571	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000094194	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000095285	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000103033	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000095429	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000095210	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000094951	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000076633	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000096108	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000094533	ortholog_many2many
ENSSSCG00000036233		ENSMUSG00000094134	ortholog_many2many
ENSSSCG00000037794			
ENSSSCG00000034426		ENSMUSG00000095612	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000076655	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000095571	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000094194	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000095285	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000103033	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000095429	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000095210	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000094951	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000076633	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000096108	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000094533	ortholog_many2many
ENSSSCG00000034426		ENSMUSG00000094134	ortholog_many2many
ENSSSCG00000059288			
ENSSSCG00000057434			
ENSSSCG00000053329			
ENSSSCG00000043846			
ENSSSCG00000061705		ENSMUSG00000095612	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000076655	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000095571	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000094194	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000095285	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000103033	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000095429	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000095210	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000094951	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000076633	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000096108	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000094533	ortholog_many2many
ENSSSCG00000061705		ENSMUSG00000094134	ortholog_many2many
ENSSSCG00000057564			
ENSSSCG00000044023			
ENSSSCG00000035651		ENSMUSG00000035459	ortholog_one2many
ENSSSCG00000063016			
ENSSSCG00000055070		ENSMUSG00000095612	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000076655	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000095571	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000094194	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000095285	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000103033	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000095429	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000095210	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000094951	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000076633	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000096108	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000094533	ortholog_many2many
ENSSSCG00000055070		ENSMUSG00000094134	ortholog_many2many
ENSSSCG00000062663			
ENSSSCG00000058186			
ENSSSCG00000046993			
ENSSSCG00000059816			
ENSSSCG00000037913		ENSMUSG00000095612	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000076655	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000095571	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000094194	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000095285	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000103033	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000095429	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000095210	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000094951	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000076633	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000096108	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000094533	ortholog_many2many
ENSSSCG00000037913		ENSMUSG00000094134	ortholog_many2many
ENSSSCG00000056420			
ENSSSCG00000043578			
ENSSSCG00000053240			
ENSSSCG00000061508			
ENSSSCG00000057226			
ENSSSCG00000051505			
ENSSSCG00000054294			
ENSSSCG00000049741			
ENSSSCG00000053977			
ENSSSCG00000060063			
ENSSSCG00000054520			
ENSSSCG00000063439			
ENSSSCG00000058090			
ENSSSCG00000061166			
ENSSSCG00000056518			
ENSSSCG00000045643			
ENSSSCG00000041809			
ENSSSCG00000043850			
ENSSSCG00000038322		ENSMUSG00000030747	ortholog_one2many
ENSSSCG00000051961			
ENSSSCG00000044223			
ENSSSCG00000059628			
ENSSSCG00000051336			
ENSSSCG00000060486			
ENSSSCG00000061701			
ENSSSCG00000041756	U2		
ENSSSCG00000061466	U6		
ENSSSCG00000035670			
ENSSSCG00000034929		ENSMUSG00000060404	ortholog_many2many
ENSSSCG00000034929		ENSMUSG00000071522	ortholog_many2many
ENSSSCG00000040375		ENSMUSG00000060663	ortholog_many2many
ENSSSCG00000040375		ENSMUSG00000063137	ortholog_many2many
ENSSSCG00000040375		ENSMUSG00000062608	ortholog_many2many
ENSSSCG00000040473			
ENSSSCG00000062222		ENSMUSG00000054940	ortholog_one2many
ENSSSCG00000031588		ENSMUSG00000060404	ortholog_many2many
ENSSSCG00000031588		ENSMUSG00000071522	ortholog_many2many
ENSSSCG00000035605		ENSMUSG00000042869	ortholog_one2many
ENSSSCG00000034252		ENSMUSG00000076501	ortholog_many2many
ENSSSCG00000034252		ENSMUSG00000076518	ortholog_many2many
ENSSSCG00000034252		ENSMUSG00000076500	ortholog_many2many
ENSSSCG00000032818		ENSMUSG00000057801	ortholog_many2many
ENSSSCG00000032818		ENSMUSG00000063240	ortholog_many2many
ENSSSCG00000032818		ENSMUSG00000057443	ortholog_many2many
ENSSSCG00000032818		ENSMUSG00000096009	ortholog_many2many
ENSSSCG00000032818		ENSMUSG00000096840	ortholog_many2many
ENSSSCG00000056540			
ENSSSCG00000058776		ENSMUSG00000076501	ortholog_many2many
ENSSSCG00000058776		ENSMUSG00000076518	ortholog_many2many
ENSSSCG00000058776		ENSMUSG00000076500	ortholog_many2many
ENSSSCG00000055238			
ENSSSCG00000031124		ENSMUSG00000054940	ortholog_one2many
ENSSSCG00000061982		ENSMUSG00000076501	ortholog_many2many
ENSSSCG00000061982		ENSMUSG00000076518	ortholog_many2many
ENSSSCG00000061982		ENSMUSG00000076500	ortholog_many2many
ENSSSCG00000034046		ENSMUSG00000057801	ortholog_many2many
ENSSSCG00000034046		ENSMUSG00000063240	ortholog_many2many
ENSSSCG00000034046		ENSMUSG00000057443	ortholog_many2many
ENSSSCG00000034046		ENSMUSG00000096009	ortholog_many2many
ENSSSCG00000034046		ENSMUSG00000096840	ortholog_many2many
ENSSSCG00000056971			
ENSSSCG00000040986		ENSMUSG00000076501	ortholog_many2many
ENSSSCG00000040986		ENSMUSG00000076518	ortholog_many2many
ENSSSCG00000040986		ENSMUSG00000076500	ortholog_many2many
ENSSSCG00000036825		ENSMUSG00000076522	ortholog_one2many
ENSSSCG00000058167		ENSMUSG00000051190	ortholog_one2many
ENSSSCG00000036670		ENSMUSG00000063994	ortholog_many2many
ENSSSCG00000036670		ENSMUSG00000059964	ortholog_many2many
ENSSSCG00000036670		ENSMUSG00000060017	ortholog_many2many
ENSSSCG00000036670		ENSMUSG00000083947	ortholog_many2many
ENSSSCG00000036670		ENSMUSG00000080990	ortholog_many2many
ENSSSCG00000036670		ENSMUSG00000081724	ortholog_many2many
ENSSSCG00000054727		ENSMUSG00000062873	ortholog_many2many
ENSSSCG00000054727		ENSMUSG00000042774	ortholog_many2many
ENSSSCG00000040853		ENSMUSG00000054940	ortholog_one2many
ENSSSCG00000037456			
ENSSSCG00000031863		ENSMUSG00000042869	ortholog_one2many
ENSSSCG00000052384			
ENSSSCG00000039022		ENSMUSG00000057801	ortholog_many2many
ENSSSCG00000039022		ENSMUSG00000063240	ortholog_many2many
ENSSSCG00000039022		ENSMUSG00000057443	ortholog_many2many
ENSSSCG00000039022		ENSMUSG00000096009	ortholog_many2many
ENSSSCG00000039022		ENSMUSG00000096840	ortholog_many2many
ENSSSCG00000034141		ENSMUSG00000031134	ortholog_many2many
ENSSSCG00000034141		ENSMUSG00000049235	ortholog_many2many
ENSSSCG00000034141		ENSMUSG00000037070	ortholog_many2many
ENSSSCG00000037347		ENSMUSG00000034194	ortholog_one2one
ENSSSCG00000040795		ENSMUSG00000069053	ortholog_one2one
ENSSSCG00000055051		ENSMUSG00000049291	ortholog_one2many
ENSSSCG00000056875		ENSMUSG00000049291	ortholog_one2many
ENSSSCG00000038702		ENSMUSG00000008333	ortholog_one2many
ENSSSCG00000048665			
ENSSSCG00000031581		ENSMUSG00000027416	ortholog_one2many
ENSSSCG00000035892		ENSMUSG00000044985	ortholog_one2many
ENSSSCG00000023819			
ENSSSCG00000039786		ENSMUSG00000050613	ortholog_one2many
ENSSSCG00000059338		ENSMUSG00000051611	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000109212	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000058114	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000092413	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000059030	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000062629	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000061336	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000109376	ortholog_many2many
ENSSSCG00000059338		ENSMUSG00000092292	ortholog_many2many
ENSSSCG00000031758		ENSMUSG00000090894	ortholog_many2many
ENSSSCG00000031758		ENSMUSG00000090675	ortholog_many2many
ENSSSCG00000040804		ENSMUSG00000090894	ortholog_many2many
ENSSSCG00000040804		ENSMUSG00000090675	ortholog_many2many
ENSSSCG00000038723			
ENSSSCG00000036928			
ENSSSCG00000049768			
ENSSSCG00000040276			
ENSSSCG00000057110			
ENSSSCG00000038249		ENSMUSG00000038344	ortholog_one2one
ENSSSCG00000051881			
ENSSSCG00000061633		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000044893		ENSMUSG00000064121	ortholog_one2one
ENSSSCG00000040527			
ENSSSCG00000031162			
ENSSSCG00000057000	SRY	ENSMUSG00000069036	ortholog_one2many
ENSSSCG00000044753			
ENSSSCG00000052661			
ENSSSCG00000053301			
ENSSSCG00000059393		ENSMUSG00000069036	ortholog_one2many
ENSSSCG00000055657		ENSMUSG00000063660	ortholog_one2many
ENSSSCG00000055657		ENSMUSG00000061972	ortholog_one2many
ENSSSCG00000055657		ENSMUSG00000059687	ortholog_one2many
ENSSSCG00000055657		ENSMUSG00000063188	ortholog_one2many
ENSSSCG00000055657		ENSMUSG00000058802	ortholog_one2many
ENSSSCG00000056764			
ENSSSCG00000059267			
ENSSSCG00000062133			
ENSSSCG00000037848			
ENSSSCG00000060796			
ENSSSCG00000049587			
ENSSSCG00000034372		ENSMUSG00000045202	ortholog_one2many
ENSSSCG00000057265			
ENSSSCG00000054107	U6		
ENSSSCG00000063151		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000033967	U6		
ENSSSCG00000041799		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000063461		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000063311		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000045241		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000056197		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000055526		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000063512		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000052228		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000059552		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000056846		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000056475		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000057107		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000036124		ENSMUSG00000090486	ortholog_one2many
ENSSSCG00000058851		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000051911		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000057316		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000053420		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000053167		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000033100			
ENSSSCG00000050233			
ENSSSCG00000054075		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000039921			
ENSSSCG00000031415			
ENSSSCG00000055786		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000059489			
ENSSSCG00000044850		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000031965		ENSMUSG00000062873	ortholog_many2many
ENSSSCG00000031965		ENSMUSG00000042774	ortholog_many2many
ENSSSCG00000063394		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000046033		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000060430		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000060627		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000057343		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000032354	KDM5D	ENSMUSG00000056673	ortholog_one2one
ENSSSCG00000022458	U6atac		
ENSSSCG00000055256		ENSMUSG00000045336	ortholog_one2many
ENSSSCG00000058541		ENSMUSG00000045336	ortholog_one2many
