Gene stable ID	Gene name	Mouse gene stable ID	Mouse homology type
ENSOCUG00000014818	KCNN2	ENSMUSG00000054477	ortholog_one2one
ENSOCUG00000028773	snoZ6	ENSMUSG00000093443	ortholog_one2one
ENSOCUG00000024747		ENSMUSG00000014859	ortholog_one2many
ENSOCUG00000033462			
ENSOCUG00000006103		ENSMUSG00000023919	ortholog_one2many
ENSOCUG00000021944			
ENSOCUG00000035437			
ENSOCUG00000024365	ARF5	ENSMUSG00000020440	ortholog_one2one
ENSOCUG00000030042			
ENSOCUG00000025691	FLAD1	ENSMUSG00000042642	ortholog_one2one
ENSOCUG00000039099		ENSMUSG00000037007	ortholog_one2one
ENSOCUG00000019806	U6	ENSMUSG00000064549	ortholog_one2many
ENSOCUG00000029912			
ENSOCUG00000031223			
ENSOCUG00000032129			
ENSOCUG00000008260	SEPTIN3	ENSMUSG00000022456	ortholog_one2one
ENSOCUG00000028012	SNORD116		
ENSOCUG00000014406			
ENSOCUG00000030766			
ENSOCUG00000036469			
ENSOCUG00000037627			
ENSOCUG00000001426	ITGB7	ENSMUSG00000001281	ortholog_one2one
ENSOCUG00000028661	U6		
ENSOCUG00000007720	QPRT	ENSMUSG00000030674	ortholog_one2one
ENSOCUG00000007781	POLDIP2	ENSMUSG00000001100	ortholog_one2one
ENSOCUG00000016033	WNT10A	ENSMUSG00000026167	ortholog_one2one
ENSOCUG00000036024			
ENSOCUG00000030244		ENSMUSG00000066896	ortholog_one2many
ENSOCUG00000035445			
ENSOCUG00000025935	U6		
ENSOCUG00000029775			
ENSOCUG00000034644			
ENSOCUG00000039374			
ENSOCUG00000012762			
ENSOCUG00000006344	GCC1	ENSMUSG00000029708	ortholog_one2one
ENSOCUG00000014763	DIPK2B	ENSMUSG00000037358	ortholog_one2one
ENSOCUG00000038349		ENSMUSG00000003226	ortholog_one2many
ENSOCUG00000004199	CYP2J2	ENSMUSG00000015224	ortholog_one2many
ENSOCUG00000004199	CYP2J2	ENSMUSG00000028571	ortholog_one2many
ENSOCUG00000030336		ENSMUSG00000066896	ortholog_one2many
ENSOCUG00000029463		ENSMUSG00000034324	ortholog_one2one
ENSOCUG00000003051		ENSMUSG00000027715	ortholog_one2many
ENSOCUG00000007852		ENSMUSG00000001891	ortholog_one2many
ENSOCUG00000035037	SMIM45	ENSMUSG00000068099	ortholog_one2one
ENSOCUG00000022434	CDCA3	ENSMUSG00000023505	ortholog_one2one
ENSOCUG00000006299	ARVCF	ENSMUSG00000118669	ortholog_one2one
ENSOCUG00000000865	ARSL		
ENSOCUG00000036506			
ENSOCUG00000009837	RMC1	ENSMUSG00000024410	ortholog_one2one
ENSOCUG00000036099			
ENSOCUG00000001552	BARD1	ENSMUSG00000026196	ortholog_one2one
ENSOCUG00000013007	UBE2S	ENSMUSG00000118653	ortholog_one2many
ENSOCUG00000013007	UBE2S	ENSMUSG00000060860	ortholog_one2many
ENSOCUG00000007189		ENSMUSG00000053226	ortholog_one2one
ENSOCUG00000017526	CCDC43	ENSMUSG00000020925	ortholog_one2one
ENSOCUG00000029550		ENSMUSG00000074139	ortholog_one2one
ENSOCUG00000009206			
ENSOCUG00000029613		ENSMUSG00000049350	ortholog_one2many
ENSOCUG00000036117		ENSMUSG00000074093	ortholog_one2one
ENSOCUG00000037662			
ENSOCUG00000017232	ZFAND3	ENSMUSG00000044477	ortholog_one2one
ENSOCUG00000022852		ENSMUSG00000056851	ortholog_one2many
ENSOCUG00000013360	ZNF346	ENSMUSG00000021481	ortholog_one2one
ENSOCUG00000023675	ocu-mir-15b		
ENSOCUG00000027071	SLC15A4	ENSMUSG00000029416	ortholog_one2one
ENSOCUG00000033931		ENSMUSG00000066896	ortholog_one2many
ENSOCUG00000031817			
ENSOCUG00000030969		ENSMUSG00000047094	ortholog_one2one
ENSOCUG00000022225			
ENSOCUG00000039187	U3		
ENSOCUG00000008094	HGSNAT	ENSMUSG00000037260	ortholog_one2one
ENSOCUG00000015299	ARHGAP36	ENSMUSG00000036198	ortholog_one2one
ENSOCUG00000015523	JHY	ENSMUSG00000032023	ortholog_one2one
ENSOCUG00000031761			
ENSOCUG00000030989	ocu-mir-6529		
ENSOCUG00000024374		ENSMUSG00000050030	ortholog_one2many
ENSOCUG00000024050		ENSMUSG00000034432	ortholog_one2one
ENSOCUG00000035677			
ENSOCUG00000020991		ENSMUSG00000049350	ortholog_one2many
ENSOCUG00000021784	GALNS	ENSMUSG00000015027	ortholog_one2one
ENSOCUG00000032924	U3		
ENSOCUG00000038374			
ENSOCUG00000001432	RARG	ENSMUSG00000001288	ortholog_one2many
ENSOCUG00000031769		ENSMUSG00000066899	ortholog_many2many
ENSOCUG00000031769		ENSMUSG00000061457	ortholog_many2many
ENSOCUG00000021953	FEV	ENSMUSG00000055197	ortholog_one2one
ENSOCUG00000026272			
ENSOCUG00000015369	TLX2	ENSMUSG00000068327	ortholog_one2one
ENSOCUG00000035612			
ENSOCUG00000032331			
ENSOCUG00000002210			
ENSOCUG00000031703	U2		
ENSOCUG00000016684	SLC25A15	ENSMUSG00000031482	ortholog_one2one
ENSOCUG00000024157		ENSMUSG00000020265	ortholog_one2one
ENSOCUG00000010472	SLC30A5	ENSMUSG00000021629	ortholog_one2one
ENSOCUG00000021244			
ENSOCUG00000007725	POMK	ENSMUSG00000037251	ortholog_one2one
ENSOCUG00000026776		ENSMUSG00000091537	ortholog_one2many
ENSOCUG00000023793		ENSMUSG00000025169	ortholog_one2one
ENSOCUG00000008673	ATG9B	ENSMUSG00000038295	ortholog_one2one
ENSOCUG00000028475	U3		
ENSOCUG00000025106			
ENSOCUG00000011242	MFSD5	ENSMUSG00000045665	ortholog_one2one
ENSOCUG00000011307	GALNTL5	ENSMUSG00000028938	ortholog_one2one
ENSOCUG00000034819			
ENSOCUG00000030834		ENSMUSG00000066896	ortholog_one2many
ENSOCUG00000033045		ENSMUSG00000056592	ortholog_one2many
ENSOCUG00000034682		ENSMUSG00000003226	ortholog_one2many
ENSOCUG00000026037	GNB1L	ENSMUSG00000000884	ortholog_one2one
ENSOCUG00000000206	CRYBA2	ENSMUSG00000006546	ortholog_one2one
ENSOCUG00000036300			
ENSOCUG00000014169	ASB7	ENSMUSG00000030509	ortholog_one2one
ENSOCUG00000030399	RSU1	ENSMUSG00000026727	ortholog_one2one
ENSOCUG00000031812			
ENSOCUG00000022702		ENSMUSG00000015672	ortholog_one2many
ENSOCUG00000022348	ZBTB7C	ENSMUSG00000044646	ortholog_one2one
ENSOCUG00000039341		ENSMUSG00000024172	ortholog_one2many
ENSOCUG00000030898			
ENSOCUG00000030236			
ENSOCUG00000006355	DDX60	ENSMUSG00000037921	ortholog_one2one
ENSOCUG00000000573	NAE1	ENSMUSG00000031878	ortholog_one2one
ENSOCUG00000008255	CENPM	ENSMUSG00000068101	ortholog_one2many
ENSOCUG00000033699			
ENSOCUG00000016435			
ENSOCUG00000031083	U3		
ENSOCUG00000033360			
ENSOCUG00000033011	U2		
ENSOCUG00000038813			
ENSOCUG00000032165			
ENSOCUG00000038291			
ENSOCUG00000002344	SEMA3B	ENSMUSG00000057969	ortholog_one2one
ENSOCUG00000001897	HEXD	ENSMUSG00000039307	ortholog_one2one
ENSOCUG00000036373			
ENSOCUG00000016265	LINS1	ENSMUSG00000053091	ortholog_one2one
ENSOCUG00000000297			
ENSOCUG00000019218	MIR16-2	ENSMUSG00000065606	ortholog_one2one
ENSOCUG00000008635		ENSMUSG00000037306	ortholog_one2many
ENSOCUG00000016425	CCDC112	ENSMUSG00000071855	ortholog_one2one
ENSOCUG00000010326	RTL10		
ENSOCUG00000021490	DYTN	ENSMUSG00000069085	ortholog_one2one
ENSOCUG00000030156			
ENSOCUG00000032430			
ENSOCUG00000004340		ENSMUSG00000041431	ortholog_one2one
ENSOCUG00000039109		ENSMUSG00000066899	ortholog_many2many
ENSOCUG00000039109		ENSMUSG00000061457	ortholog_many2many
ENSOCUG00000027587			
ENSOCUG00000022430		ENSMUSG00000095612	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000076655	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000095571	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000094194	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000095285	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000103033	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000095429	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000095210	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000094951	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000076633	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000096108	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000094533	ortholog_many2many
ENSOCUG00000022430		ENSMUSG00000094134	ortholog_many2many
ENSOCUG00000013053	MTOR	ENSMUSG00000028991	ortholog_one2one
ENSOCUG00000014717	TAF9B	ENSMUSG00000047242	ortholog_one2many
ENSOCUG00000001071	OR4K15	ENSMUSG00000060523	ortholog_one2many
ENSOCUG00000001071	OR4K15	ENSMUSG00000059488	ortholog_one2many
ENSOCUG00000001071	OR4K15	ENSMUSG00000068437	ortholog_one2many
ENSOCUG00000013186	TNFRSF13C	ENSMUSG00000068105	ortholog_one2one
ENSOCUG00000038095			
ENSOCUG00000037157			
ENSOCUG00000026470	CYB561	ENSMUSG00000019590	ortholog_one2one
ENSOCUG00000033688	U2		
ENSOCUG00000032028			
ENSOCUG00000028920	SNORA40		
ENSOCUG00000026027	CYBC1	ENSMUSG00000039294	ortholog_one2one
ENSOCUG00000030831			
ENSOCUG00000014466		ENSMUSG00000009097	ortholog_one2one
ENSOCUG00000021407		ENSMUSG00000050192	ortholog_one2many
ENSOCUG00000039345		ENSMUSG00000066896	ortholog_one2many
ENSOCUG00000036821			
ENSOCUG00000023399	RPS3A		
ENSOCUG00000025905	U6		
ENSOCUG00000026876		ENSMUSG00000075128	ortholog_one2one
ENSOCUG00000038060	U2		
ENSOCUG00000013081	ANGPTL7	ENSMUSG00000028989	ortholog_one2one
ENSOCUG00000033650			
ENSOCUG00000034034			
ENSOCUG00000023219	ASPG	ENSMUSG00000037686	ortholog_one2one
ENSOCUG00000033461			
ENSOCUG00000032554			
ENSOCUG00000019260	ocu-mir-302b		
ENSOCUG00000014208			
ENSOCUG00000025465			
ENSOCUG00000016324	CIT	ENSMUSG00000029516	ortholog_one2one
ENSOCUG00000036474		ENSMUSG00000066896	ortholog_one2many
ENSOCUG00000005640		ENSMUSG00000074480	ortholog_one2one
ENSOCUG00000034664			
ENSOCUG00000038870			
ENSOCUG00000017048	UCN	ENSMUSG00000038676	ortholog_one2one
ENSOCUG00000027770	SNORD116		
ENSOCUG00000033258			
ENSOCUG00000037429			
ENSOCUG00000003669		ENSMUSG00000087642	ortholog_one2one
ENSOCUG00000030328			
ENSOCUG00000011244	ESPL1	ENSMUSG00000058290	ortholog_one2one
ENSOCUG00000017932		ENSMUSG00000054428	ortholog_one2many
ENSOCUG00000030163		ENSMUSG00000094622	ortholog_many2many
ENSOCUG00000030163		ENSMUSG00000078877	ortholog_many2many
ENSOCUG00000030163		ENSMUSG00000074165	ortholog_many2many
ENSOCUG00000030163		ENSMUSG00000096718	ortholog_many2many
ENSOCUG00000030163		ENSMUSG00000110444	ortholog_many2many
ENSOCUG00000030163		ENSMUSG00000112160	ortholog_many2many
ENSOCUG00000024065	NARF	ENSMUSG00000000056	ortholog_one2one
ENSOCUG00000013429	NHSL1	ENSMUSG00000039835	ortholog_one2one
ENSOCUG00000006907	TOR2A	ENSMUSG00000009563	ortholog_one2one
ENSOCUG00000025084		ENSMUSG00000025257	ortholog_one2one
ENSOCUG00000031331			
ENSOCUG00000017761	TCF21	ENSMUSG00000045680	ortholog_one2one
ENSOCUG00000004348	STS	ENSMUSG00000121914	ortholog_one2many
ENSOCUG00000003178	SREBF2	ENSMUSG00000022463	ortholog_one2one
ENSOCUG00000032528			
ENSOCUG00000037355			
ENSOCUG00000017931			
ENSOCUG00000034107			
ENSOCUG00000007361	EXT2	ENSMUSG00000027198	ortholog_one2one
ENSOCUG00000007339	PLCB1	ENSMUSG00000051177	ortholog_one2one
ENSOCUG00000008743		ENSMUSG00000042751	ortholog_one2one
ENSOCUG00000033748			
ENSOCUG00000029909			
ENSOCUG00000035544			
ENSOCUG00000014788	TDRD9	ENSMUSG00000054003	ortholog_one2one
ENSOCUG00000036571	GNG5	ENSMUSG00000068523	ortholog_one2one
ENSOCUG00000032582			
ENSOCUG00000016488	VAPB	ENSMUSG00000054455	ortholog_one2one
ENSOCUG00000036855			
ENSOCUG00000025511	ocu-mir-33a		
ENSOCUG00000005975	ACTR1B	ENSMUSG00000037351	ortholog_one2one
ENSOCUG00000006897		ENSMUSG00000039021	ortholog_one2one
ENSOCUG00000017831	PTAFR	ENSMUSG00000056529	ortholog_one2one
ENSOCUG00000033072			
ENSOCUG00000017841	OSBP2	ENSMUSG00000020435	ortholog_one2one
ENSOCUG00000021449			
ENSOCUG00000013079	KRT32	ENSMUSG00000046095	ortholog_one2one
ENSOCUG00000030012	U2	ENSMUSG00000084552	ortholog_one2many
ENSOCUG00000035854			
ENSOCUG00000031846			
ENSOCUG00000028464	U6		
ENSOCUG00000031294	TRIM59	ENSMUSG00000034317	ortholog_one2one
ENSOCUG00000005427	CREB1	ENSMUSG00000025958	ortholog_one2one
ENSOCUG00000006111	GLYATL3	ENSMUSG00000091043	ortholog_one2one
ENSOCUG00000032260		ENSMUSG00000048299	ortholog_one2one
ENSOCUG00000029259			
ENSOCUG00000035360			
ENSOCUG00000029227			
ENSOCUG00000021446			
ENSOCUG00000016861	FOXK2	ENSMUSG00000039275	ortholog_one2one
ENSOCUG00000004414	RAB22A	ENSMUSG00000027519	ortholog_one2one
ENSOCUG00000039245	RD3L	ENSMUSG00000091402	ortholog_one2one
ENSOCUG00000008018	ITGAE	ENSMUSG00000005947	ortholog_one2one
ENSOCUG00000032732			
ENSOCUG00000027910			
ENSOCUG00000007774	TNFAIP1	ENSMUSG00000017615	ortholog_one2one
ENSOCUG00000017226	ZNF182	ENSMUSG00000054737	ortholog_one2one
ENSOCUG00000033788		ENSMUSG00000054951	ortholog_one2one
ENSOCUG00000024089		ENSMUSG00000066568	ortholog_one2many
ENSOCUG00000018068	MIR375	ENSMUSG00000065616	ortholog_one2one
ENSOCUG00000011275	PFDN5	ENSMUSG00000001289	ortholog_one2one
ENSOCUG00000021282		ENSMUSG00000050030	ortholog_one2many
ENSOCUG00000025870	CPLANE1	ENSMUSG00000039801	ortholog_one2one
ENSOCUG00000033566		ENSMUSG00000024172	ortholog_one2many
ENSOCUG00000007411	PRKD3	ENSMUSG00000024070	ortholog_one2one
ENSOCUG00000031818			
ENSOCUG00000000427	PM20D1	ENSMUSG00000042251	ortholog_one2one
ENSOCUG00000007987	NISCH	ENSMUSG00000021910	ortholog_one2one
ENSOCUG00000011789	ARMC2	ENSMUSG00000071324	ortholog_one2one
ENSOCUG00000035048			
ENSOCUG00000015358	PCGF1	ENSMUSG00000069678	ortholog_one2one
ENSOCUG00000013355	CCDC134	ENSMUSG00000068114	ortholog_one2one
ENSOCUG00000022732			
ENSOCUG00000000299	LIN28A	ENSMUSG00000050966	ortholog_one2many
ENSOCUG00000017262		ENSMUSG00000021290	ortholog_one2one
ENSOCUG00000018374			
ENSOCUG00000025912	SNORD116		
ENSOCUG00000036702		ENSMUSG00000026036	ortholog_one2many
ENSOCUG00000022172		ENSMUSG00000040681	ortholog_one2one
ENSOCUG00000036223	U3		
ENSOCUG00000017464			
ENSOCUG00000002990	LYZE	ENSMUSG00000037167	ortholog_one2one
ENSOCUG00000028490	U6	ENSMUSG00002075246	ortholog_one2one
ENSOCUG00000030842			
ENSOCUG00000001271	ZC3H18	ENSMUSG00000017478	ortholog_one2one
ENSOCUG00000007091		ENSMUSG00000071359	ortholog_one2one
ENSOCUG00000006894	PTRH1	ENSMUSG00000053746	ortholog_one2one
ENSOCUG00000000966		ENSMUSG00000023286	ortholog_one2many
ENSOCUG00000019308	ocu-mir-302a		
ENSOCUG00000033449			
ENSOCUG00000006125	NR1I2	ENSMUSG00000022809	ortholog_one2one
ENSOCUG00000035700			
ENSOCUG00000011915	TIMD4	ENSMUSG00000055546	ortholog_one2one
ENSOCUG00000013039	EXOSC10	ENSMUSG00000017264	ortholog_one2one
ENSOCUG00000019247	ocu-mir-302d	ENSMUSG00000065447	ortholog_one2one
ENSOCUG00000036540			
ENSOCUG00000030673		ENSMUSG00000093939	ortholog_many2many
ENSOCUG00000030673		ENSMUSG00000076826	ortholog_many2many
ENSOCUG00000030673		ENSMUSG00000093969	ortholog_many2many
ENSOCUG00000030673		ENSMUSG00000096505	ortholog_many2many
ENSOCUG00000030673		ENSMUSG00000093966	ortholog_many2many
ENSOCUG00000030673		ENSMUSG00000095572	ortholog_many2many
ENSOCUG00000030673		ENSMUSG00000096096	ortholog_many2many
ENSOCUG00000016868	WDR45B	ENSMUSG00000025173	ortholog_one2one
ENSOCUG00000038826			
ENSOCUG00000034087			
ENSOCUG00000021933	CYP2R1	ENSMUSG00000030670	ortholog_one2one
ENSOCUG00000034432			
ENSOCUG00000035413			
ENSOCUG00000009332	MCOLN3	ENSMUSG00000036853	ortholog_one2one
ENSOCUG00000003323	ARHGAP28	ENSMUSG00000024043	ortholog_one2one
ENSOCUG00000035564			
ENSOCUG00000026574			
ENSOCUG00000028218	POGK	ENSMUSG00000040596	ortholog_one2one
ENSOCUG00000002127	ZNF800	ENSMUSG00000039841	ortholog_one2one
ENSOCUG00000011280	MYG1	ENSMUSG00000001285	ortholog_one2one
ENSOCUG00000025531		ENSMUSG00000008859	ortholog_one2one
ENSOCUG00000013337	MEI1	ENSMUSG00000068117	ortholog_one2one
ENSOCUG00000016344	GPRIN3	ENSMUSG00000045441	ortholog_one2one
ENSOCUG00000014419	PKD2L2	ENSMUSG00000014503	ortholog_one2one
ENSOCUG00000016417	RNF5	ENSMUSG00000015478	ortholog_one2one
ENSOCUG00000032346			
ENSOCUG00000039587			
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000091382	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000095670	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115644	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000064259	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000093755	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115236	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115170	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115668	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115701	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000114982	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000090346	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000071428	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115705	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115467	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000059375	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000062905	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115507	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115792	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000060699	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000048697	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000057981	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115404	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115181	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000091541	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115199	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115091	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000093376	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115253	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000071893	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000061208	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115482	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115799	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000091734	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000093696	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000115343	ortholog_many2many
ENSOCUG00000034811	ORYCUNV1R1510	ENSMUSG00000091012	ortholog_many2many
ENSOCUG00000030897			
ENSOCUG00000006888	CFAP157	ENSMUSG00000038987	ortholog_one2one
ENSOCUG00000037503			
ENSOCUG00000017097	SMN1	ENSMUSG00000021645	ortholog_one2many
ENSOCUG00000008984	CHST14	ENSMUSG00000074916	ortholog_one2one
ENSOCUG00000009323	RAB40B	ENSMUSG00000025170	ortholog_one2one
ENSOCUG00000036124			
ENSOCUG00000005255		ENSMUSG00000039217	ortholog_one2one
ENSOCUG00000017972	ocu-mir-367		
ENSOCUG00000031686			
ENSOCUG00000038956			
ENSOCUG00000032439			
ENSOCUG00000024253	SNORD116		
ENSOCUG00000005377	LPXN	ENSMUSG00000024696	ortholog_one2one
ENSOCUG00000022274		ENSMUSG00000007656	ortholog_one2many
ENSOCUG00000033551			
ENSOCUG00000002357	LSMEM2	ENSMUSG00000103409	ortholog_one2one
ENSOCUG00000034113			
ENSOCUG00000020115	U6atac		
ENSOCUG00000004412	AP1G1	ENSMUSG00000031731	ortholog_one2one
ENSOCUG00000012416	STON2	ENSMUSG00000020961	ortholog_one2one
ENSOCUG00000037732			
ENSOCUG00000028337	SNORA48	ENSMUSG00000119662	ortholog_one2many
ENSOCUG00000001818	KPNA4	ENSMUSG00000027782	ortholog_one2one
ENSOCUG00000029122	DEFB108B	ENSMUSG00000027468	ortholog_one2many
ENSOCUG00000031281			
ENSOCUG00000006091	OSR1	ENSMUSG00000048387	ortholog_one2one
ENSOCUG00000038277			
ENSOCUG00000009775	TEX14	ENSMUSG00000010342	ortholog_one2one
ENSOCUG00000022969			
ENSOCUG00000014216	CARMIL1	ENSMUSG00000021338	ortholog_one2one
ENSOCUG00000010302	CCDC28A	ENSMUSG00000059554	ortholog_one2one
ENSOCUG00000029530	CENPH	ENSMUSG00000045273	ortholog_one2one
ENSOCUG00000032706			
ENSOCUG00000017059	FN3KRP	ENSMUSG00000039253	ortholog_one2one
ENSOCUG00000032797			
ENSOCUG00000021360	SNORD116		
ENSOCUG00000017760	ANXA5	ENSMUSG00000027712	ortholog_one2one
ENSOCUG00000025879	ARHGEF5	ENSMUSG00000033542	ortholog_one2one
ENSOCUG00000007354	HUWE1	ENSMUSG00000025261	ortholog_one2one
ENSOCUG00000020894		ENSMUSG00000095612	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000076655	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000095571	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000094194	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000095285	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000103033	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000095429	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000095210	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000094951	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000076633	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000096108	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000094533	ortholog_many2many
ENSOCUG00000020894		ENSMUSG00000094134	ortholog_many2many
ENSOCUG00000017499	PLPPR5	ENSMUSG00000033342	ortholog_one2one
ENSOCUG00000010506	MDH1B	ENSMUSG00000025963	ortholog_one2one
ENSOCUG00000013431	IZUMO1R	ENSMUSG00000031933	ortholog_one2one
ENSOCUG00000000208	CFAP65	ENSMUSG00000047021	ortholog_one2one
ENSOCUG00000019458	U6		
ENSOCUG00000032743			
ENSOCUG00000027964	SNORD116		
ENSOCUG00000037862			
ENSOCUG00000023782	IL11RA	ENSMUSG00000078735	ortholog_one2many
ENSOCUG00000023782	IL11RA	ENSMUSG00000073876	ortholog_one2many
ENSOCUG00000023782	IL11RA	ENSMUSG00000073889	ortholog_one2many
ENSOCUG00000023785	SNU13	ENSMUSG00000063480	ortholog_one2one
ENSOCUG00000037855			
ENSOCUG00000010500	NECAP2	ENSMUSG00000028923	ortholog_one2one
