0	event_type	dPSI_control	p_diffsplice	zsa
ENSMUSG00000003068;RI:10:79961867:79961999-79962067:79962203:+	RI	0.0427419117287591	0.2803862804	False
ENSMUSG00000003068;SE:10:79963934-79964225:79965534-79965739:+	SE	0.06084323007915922	0.2803862804	False
ENSMUSG00000003119;A3:11:98136495-98140509:98136495-98140536:+	A3	-0.03451029085773316	0.2237762238	False
ENSMUSG00000003234;A3:16:20369437-20370224:20369437-20370229:+	A3	-0.04959446063426787	0.3321678322	False
ENSMUSG00000003234;A3:16:20370904-20371009:20370904-20371073:+	A3	0.0	0.4140859141	False
ENSMUSG00000003234;A5:16:20367863-20367985:20367845-20367985:+	A5	0.24557938881408692	0.1773226773	False
ENSMUSG00000003234;A5:16:20377579-20378041:20377498-20378041:+	A5	-0.07433768190915624	0.3321678322	False
ENSMUSG00000003234;SE:16:20368851-20368952:20369074-20369171:+	SE	0.024256239204972663	0.3515234765	False
ENSMUSG00000003779;A5:18:34758113-34758511:34757905-34758511:+	A5	0.10756991689801043	0.2657342657	False
ENSMUSG00000003779;A5:18:34758316-34758511:34758113-34758511:+	A5	-0.09550791271914716	0.2657342657	False
ENSMUSG00000003779;AF:18:34757666:34757905-34758511:34758060:34758113-34758511:+	AF	-0.10875878324319121	0.2657342657	False
ENSMUSG00000003779;AF:18:34757666:34757905-34758511:34758086:34758316-34758511:+	AF	-0.03136724565218918	0.2657342657	False
ENSMUSG00000003779;RI:18:34761438:34761475-34761558:34761632:+	RI	-0.031287269551493635	0.2657342657	False
ENSMUSG00000003779;RI:18:34761728:34761839-34761938:34762006:+	RI	0.031287269551493614	0.2657342657	False
ENSMUSG00000003810;A3:4:116165534-116165844:116165531-116165844:-	A3	-0.11619850200533499	0.2597402597	False
ENSMUSG00000003810;A3:4:116167239-116167654:116167151-116167654:-	A3	1.1102230246251565e-16	0.4190809191	False
ENSMUSG00000003810;A3:4:116173228-116173660:116173203-116173660:-	A3	0.01161975714593555	0.4190809191	False
ENSMUSG00000003810;SE:4:116187666-116190610:116190630-116194619:-	SE	0.11522677503028231	0.2597402597	False
ENSMUSG00000003810;SE:4:116210261-116225933:116225981-116248800:-	SE	0.021860497547814734	0.4190809191	False
ENSMUSG00000003824;A3:8:85598882-85599331:85598882-85599349:+	A3	-0.011740084355931768	0.3026973027	False
ENSMUSG00000003824;SE:8:85599461-85610060:85610213-85612564:+	SE	-0.04197599136406663	0.2697302697	False
ENSMUSG00000004096;A5:9:14412077-14413212:14412039-14413212:+	A5	-0.14328378557964427	0.0839160839	False
ENSMUSG00000004096;AF:9:14411913:14412077-14413212:14412182:14412597-14413212:+	AF	-0.0267562208769635	0.2352647353	False
ENSMUSG00000004096;AF:9:14411943:14412039-14413212:14412182:14412597-14413212:+	AF	-0.043050620036402476	0.2352647353	False
ENSMUSG00000004099;A3:9:20851850-20852669:20851847-20852669:-	A3	0.17094503345047773	0.1423576424	False
ENSMUSG00000004099;AF:9:20853915-20863142:20863901:20853915-20864004:20864275:-	AF	-0.0009781138060673614	0.4000999001	False
ENSMUSG00000004099;AF:9:20853915-20863142:20863901:20853915-20871029:20871184:-	AF	0.021842570848618327	0.4000999001	False
ENSMUSG00000004099;AF:9:20853915-20863142:20863919:20853915-20864004:20864275:-	AF	0.005157786115348467	0.4000999001	False
ENSMUSG00000004099;AF:9:20853915-20863142:20863919:20853915-20871029:20871184:-	AF	0.0040185413426943335	0.4000999001	False
ENSMUSG00000004099;AF:9:20853915-20864004:20864275:20853915-20871029:20871184:-	AF	0.17164036471483968	0.1423576424	False
ENSMUSG00000004591;A3:3:142516248-142516452:142516195-142516452:-	A3	-0.001485206949964346	0.4355644356	False
ENSMUSG00000004591;A5:3:142526407-142527280:142526407-142527328:-	A5	0.19328036820047279	0.0999000999	False
ENSMUSG00000004591;MX:3:142517363-142517675:142517818-142527280:142517363-142526298:142526407-142527280:-	MX	0.021289785791348836	0.4355644356	False
ENSMUSG00000004591;SE:3:142517363-142517675:142517818-142526298:-	SE	-0.1922168405779704	0.0999000999	False
ENSMUSG00000004591;SE:3:142517818-142526298:142526407-142527280:-	SE	-0.001979202439145844	0.4355644356	False
ENSMUSG00000004591;SE:3:142526407-142527280:142527465-142534642:-	SE	-0.0010918645363821033	0.4355644356	False
ENSMUSG00000004591;SE:3:142526407-142527328:142527465-142534642:-	SE	-0.004753556896724853	0.4355644356	False
ENSMUSG00000004591;SE:3:142545123-142559175:142559475-142587372:-	SE	0.010252005314990487	0.4355644356	False
ENSMUSG00000004642;AL:5:33792296:33792519-33799245:33797399:33798272-33799245:-	AL	0.049433586678191976	0.4375624376	False
ENSMUSG00000004642;AL:5:33792296:33792519-33799245:33797730:33798272-33799245:-	AL	0.0009017420589820802	0.4375624376	False
ENSMUSG00000004642;RI:5:33802844:33802981-33803354:33803413:-	RI	0.006025735511820833	0.4375624376	False
ENSMUSG00000004642;SE:5:33802981-33803354:33803413-33807087:-	SE	0.0008121525432140952	0.4375624376	False
ENSMUSG00000004771;A5:9:64624270-64632735:64624270-64632784:-	A5	-0.0076211628023969	0.4070929071	False
ENSMUSG00000004771;AF:9:64635711-64643422:64643793:64635711-64644866:64644905:-	AF	0.011382544572114808	0.4070929071	False
ENSMUSG00000004771;AF:9:64635711-64643422:64643793:64635711-64644866:64645034:-	AF	0.01197019630598124	0.4070929071	False
ENSMUSG00000004771;AF:9:64635711-64643422:64643793:64635711-64644866:64645040:-	AF	-0.0015050934330050891	0.4070929071	False
ENSMUSG00000004771;SE:9:64624270-64632735:64632864-64633906:-	SE	-0.00374192748237145	0.4070929071	False
ENSMUSG00000004771;SE:9:64624270-64632784:64632864-64633906:-	SE	0.0299648248944836	0.4070929071	False
ENSMUSG00000004771;SE:9:64634099-64635516:64635711-64644866:-	SE	-0.04232656290893988	0.4070929071	False
ENSMUSG00000004865;A3:17:28819430-28819843:28818843-28819843:-	A3	0.29320915717341123	0.1033966034	False
ENSMUSG00000004865;RI:17:28818445:28818843-28819217:28819430:-	RI	0.0008766830050751934	0.4265734266	False
ENSMUSG00000004865;SE:17:28818843-28819217:28819430-28819843:-	SE	0.06652439282761546	0.1483516484	False
ENSMUSG00000004897;AF:3:87813628:87814021-87820398:87814157:87814472-87820398:+	AF	0.08331052181975507	0.4090909091	False
ENSMUSG00000004897;AF:3:87813628:87814021-87820398:87814359:87814472-87820398:+	AF	-0.04321253405246095	0.4090909091	False
ENSMUSG00000004897;AF:3:87813628:87814021-87820398:87814841:87814874-87820398:+	AF	-0.010644129450872675	0.4090909091	False
ENSMUSG00000004897;AF:3:87813628:87814021-87820398:87817341:87817370-87820398:+	AF	-0.002996241836707103	0.4090909091	False
ENSMUSG00000004897;AF:3:87814157:87814472-87820398:87814841:87814874-87820398:+	AF	-0.02616507635670562	0.4090909091	False
ENSMUSG00000004897;AF:3:87814157:87814472-87820398:87817341:87817370-87820398:+	AF	-0.007628921146814904	0.4090909091	False
ENSMUSG00000004897;SE:3:87820758-87821148:87821217-87821359:+	SE	0.029012986708786565	0.4090909091	False
ENSMUSG00000004947;A3:5:136050712-136055324:136050712-136057353:+	A3	0.002115761961227116	0.452047952	False
ENSMUSG00000004947;A3:5:136055461-136057353:136055461-136057356:+	A3	-0.00238271941199375	0.452047952	False
ENSMUSG00000004947;AF:5:136023654:136023820-136025144:136023960:136024178-136025144:+	AF	0.0015570396841037004	0.452047952	False
ENSMUSG00000004947;AF:5:136023665:136023820-136025144:136023960:136024178-136025144:+	AF	-0.000582314897400904	0.452047952	False
ENSMUSG00000004947;AF:5:136023731:136023820-136025144:136023960:136024178-136025144:+	AF	0.023406032404593866	0.452047952	False
ENSMUSG00000004947;RI:5:136055324:136055461-136057353:136057426:+	RI	0.009973637935993181	0.452047952	False
ENSMUSG00000004947;RI:5:136055324:136055461-136057356:136057426:+	RI	-0.08421325903362187	0.452047952	False
ENSMUSG00000004947;SE:5:136023820-136024095:136024178-136025144:+	SE	0.014229446033014034	0.452047952	False
ENSMUSG00000004947;SE:5:136023820-136024101:136024178-136025144:+	SE	0.09784149562940839	0.452047952	False
ENSMUSG00000004947;SE:5:136023820-136025144:136025306-136038868:+	SE	-0.02109723760049953	0.452047952	False
ENSMUSG00000004947;SE:5:136050712-136052523:136052597-136055324:+	SE	0.0	0.452047952	False
ENSMUSG00000004947;SE:5:136050712-136055324:136055461-136057353:+	SE	-0.01984646845375218	0.452047952	False
ENSMUSG00000004980;AL:6:51437912:51438413-51440391:51439740:51440234-51440391:-	AL	-0.004358499383205927	0.3901098901	False
ENSMUSG00000004980;SE:6:51438413-51438900:51439035-51440391:-	SE	-0.16412930442200246	0.0679320679	False
ENSMUSG00000004980;SE:6:51441191-51441408:51441527-51442159:-	SE	-0.3038707888671977	0.007992008	True
ENSMUSG00000004980;SE:6:51444275-51444371:51444406-51446651:-	SE	0.03285048770608506	0.2803862804	False
ENSMUSG00000005161;A3:8:85696391-85696781:85696391-85696869:+	A3	0.11904080547405799	0.1058941059	False
ENSMUSG00000005161;AF:8:85696240:85696391-85696869:85696396:85696637-85696869:+	AF	-0.007928609345527304	0.3726273726	False
ENSMUSG00000005225;AF:6:54572096:54572456-54590077:54580132:54580397-54590077:+	AF	-0.025513417330032984	0.2517482517	False
ENSMUSG00000005233;A3:2:69035300-69035370:69035265-69035370:-	A3	-0.0242354169543207	0.3350649351	False
ENSMUSG00000005233;A5:2:69035522-69036174:69035522-69036408:-	A5	0.286348217147966	0.0809190809	False
ENSMUSG00000005233;AF:2:69035265-69035370:69035559:69035265-69036408:69036501:-	AF	0.03396868617294768	0.3350649351	False
ENSMUSG00000005233;AF:2:69035265-69035370:69035559:69035265-69036408:69036534:-	AF	0.0	0.4145854146	False
ENSMUSG00000005233;SE:2:69035265-69035370:69035522-69036408:-	SE	0.03706245629152438	0.3350649351	False
ENSMUSG00000005233;SE:2:69035522-69036174:69036226-69036408:-	SE	0.18409974077265695	0.1228771229	False
ENSMUSG00000005312;A3:13:58327482-58330996:58327476-58330996:-	A3	0.0	0.3761238761	False
ENSMUSG00000005312;SE:13:58327482-58328636:58328719-58330996:-	SE	0.04571188621590594	0.3216783217	False
ENSMUSG00000005371;A3:17:88321978-88322827:88321975-88322827:-	A3	-0.06744471460914236	0.3791208791	False
ENSMUSG00000005371;A5:17:88323140-88372437:88323140-88372646:-	A5	-0.06360727246198156	0.3791208791	False
ENSMUSG00000005371;AF:17:88323140-88372063:88372315:88323140-88372437:88372719:-	AF	0.0019256721544591998	0.4605394605	False
ENSMUSG00000005371;AF:17:88323140-88372063:88372315:88323140-88372646:88372671:-	AF	0.0014837372911150335	0.4605394605	False
ENSMUSG00000005371;AF:17:88323140-88372437:88372456:88323140-88372646:88372671:-	AF	0.016483040611937116	0.4605394605	False
ENSMUSG00000005371;SE:17:88305063-88306961:88307055-88308200:-	SE	0.0	0.4605394605	False
ENSMUSG00000005417;A3:11:59622418-59626656:59622418-59626770:+	A3	0.023917720740725346	0.3781218781	False
ENSMUSG00000005417;A5:11:59628408-59631946:59628054-59631946:+	A5	-0.005090570966577534	0.3781218781	False
ENSMUSG00000005417;AF:11:59552131:59552244-59586952:59553321:59553774-59586952:+	AF	-0.31489907877031365	0.3781218781	False
ENSMUSG00000005417;AF:11:59552131:59552244-59586952:59553333:59553774-59586952:+	AF	-0.02464534804311765	0.3781218781	False
ENSMUSG00000005417;SE:11:59632087-59632817:59632924-59634597:+	SE	-0.022840008444108162	0.3781218781	False
ENSMUSG00000005417;SE:11:59645935-59648350:59652153-59655206:+	SE	0.007571499029352835	0.3781218781	False
ENSMUSG00000005417;SE:11:59662528-59662978:59663043-59666342:+	SE	-0.023929629075273184	0.3781218781	False
ENSMUSG00000005442;A3:7:24990390-24990477:24990390-24990480:+	A3	-0.05278789741394052	0.4115884116	False
ENSMUSG00000005442;A3:7:24991739-24991839:24991739-24991842:+	A3	0.027070071834174314	0.4115884116	False
ENSMUSG00000005442;AF:7:24967129:24967181-24970260:24967812:24967969-24970260:+	AF	0.2539285468674781	0.4115884116	False
ENSMUSG00000005442;AF:7:24977847:24978058-24984274:24981604:24982341-24984274:+	AF	0.006630537895267734	0.4115884116	False
ENSMUSG00000005442;AF:7:24977847:24978058-24984274:24982235:24982341-24984274:+	AF	0.004338329300564339	0.4115884116	False
ENSMUSG00000005442;AF:7:24977847:24978058-24984274:24982642:24982830-24984274:+	AF	0.1186187487776944	0.4115884116	False
ENSMUSG00000005442;AF:7:24979066:24979156-24984274:24981604:24982341-24984274:+	AF	0.0	0.4115884116	False
ENSMUSG00000005442;AF:7:24979066:24979156-24984274:24982235:24982341-24984274:+	AF	0.0	0.4115884116	False
ENSMUSG00000005442;AF:7:24979066:24979156-24984274:24982642:24982830-24984274:+	AF	0.0	0.4115884116	False
ENSMUSG00000005442;AF:7:24981604:24982341-24984274:24982642:24982830-24984274:+	AF	0.037550286056026505	0.4115884116	False
ENSMUSG00000005442;AF:7:24982235:24982341-24984274:24982642:24982830-24984274:+	AF	0.011048049139680605	0.4115884116	False
ENSMUSG00000005442;RI:7:24992593:24992645-24993237:24993570:+	RI	0.0	0.4115884116	False
ENSMUSG00000005566;AF:7:12733041:12733159-12759231:12758079:12758988-12759231:+	AF	-0.08751727745424587	0.2997002997	False
ENSMUSG00000005566;RI:7:12761760:12761876-12761948:12762062:+	RI	-0.018811324803071433	0.4049284049	False
ENSMUSG00000005566;RI:7:12762335:12762481-12762591:12762705:+	RI	-0.08097935468484799	0.2997002997	False
ENSMUSG00000005566;RI:7:12763015:12763051-12763134:12763179:+	RI	0.002890796965432532	0.4090909091	False
ENSMUSG00000005610;A3:7:110680840-110681992:110680778-110681992:-	A3	0.07884137060633012	0.255994006	False
ENSMUSG00000005610;AF:7:110680840-110681235:110681402:110680840-110681992:110682034:-	AF	0.18877844755858664	0.255994006	False
ENSMUSG00000005610;AF:7:110680840-110681235:110681402:110680840-110681992:110682237:-	AF	-0.049350868418517914	0.255994006	False
ENSMUSG00000005610;SE:7:110674919-110675487:110675600-110675903:-	SE	-0.002524919807102538	0.4070929071	False
ENSMUSG00000005615;A5:16:32250112-32270523:32249849-32270523:+	A5	0.03322473690553149	0.4125874126	False
ENSMUSG00000005615;A5:16:32250256-32270523:32250112-32270523:+	A5	0.007635845179456133	0.4125874126	False
ENSMUSG00000005615;AF:16:32249739:32249849-32270523:32250048:32250256-32270523:+	AF	-0.0900636653303114	0.4125874126	False
ENSMUSG00000005615;AF:16:32249739:32249849-32270523:32250067:32250112-32270523:+	AF	-0.045223475228145404	0.4125874126	False
ENSMUSG00000005615;AF:16:32249742:32249849-32270523:32250048:32250256-32270523:+	AF	0.0021634964197894124	0.4125874126	False
ENSMUSG00000005615;AF:16:32249742:32249849-32270523:32250067:32250112-32270523:+	AF	0.10217494779911332	0.4125874126	False
ENSMUSG00000005615;AF:16:32249756:32249849-32270523:32250067:32250112-32270523:+	AF	0.06153157655850624	0.4125874126	False
