0	event_type	dPSI_control	p_diffsplice	zsa
ENSMUSG00000000149;SE:5:140746873-140748345:140748395-140771152:-	SE	0.0	0.3416583417	False
ENSMUSG00000000167;A5:9:50531178-50532245:50531138-50532245:+	A5	-0.04666978647423614	0.1848151848	False
ENSMUSG00000000167;SE:9:50528898-50529117:50529329-50529746:+	SE	-0.12017248987737617	0.1678321678	False
ENSMUSG00000000301;A5:11:59922646-59937166:59922646-59937170:-	A5	-0.35429191156492534	0.0659340659	False
ENSMUSG00000000301;AF:11:59922646-59930931:59930995:59922646-59937166:59937307:-	AF	0.3482668343953713	0.0989010989	False
ENSMUSG00000000301;SE:11:59874384-59922539:59922646-59937166:-	SE	-0.15029070187720694	0.2164835165	False
ENSMUSG00000000318;A3:11:70057642-70058643:70057642-70058691:+	A3	0.0	0.3152680653	False
ENSMUSG00000000318;A3:11:70058830-70059409:70058830-70059412:+	A3	-0.19178051033628862	0.1748251748	False
ENSMUSG00000000318;AF:11:70047023:70047088-70058691:70057557:70057642-70058691:+	AF	0.0	0.3511488511	False
ENSMUSG00000000318;AL:11:70060903-70060986:70061089:70060903-70061244:70061637:+	AL	0.19802536421788153	0.1416083916	False
ENSMUSG00000000318;SE:11:70058830-70059409:70059522-70059955:+	SE	-0.22992490666289056	0.1416083916	False
ENSMUSG00000000318;SE:11:70058830-70059412:70059522-70059955:+	SE	-0.11931972535559873	0.1748251748	False
ENSMUSG00000000318;SE:11:70060903-70060986:70061092-70061244:+	SE	-0.044574569616907034	0.2937062937	False
ENSMUSG00000000326;AF:16:18230707-18232016:18232244:18230707-18245106:18245602:-	AF	0.0907895730141696	0.1308691309	False
ENSMUSG00000000326;SE:16:18230707-18243054:18243110-18245106:-	SE	-0.000285742171126425	0.4090909091	False
ENSMUSG00000000346;AF:15:100513230:100513605-100514794:100513815:100514203-100514794:+	AF	0.0023213993687132284	0.4110889111	False
ENSMUSG00000000346;AF:15:100513230:100513605-100514794:100513986:100514081-100514794:+	AF	0.0030747740135709245	0.4110889111	False
ENSMUSG00000000346;AF:15:100513230:100513605-100514794:100514213:100514588-100514794:+	AF	0.0002297816567404798	0.4110889111	False
ENSMUSG00000000365;SE:14:56697581-56699338:56699527-56700481:+	SE	-0.015514743655968277	0.2732267732	False
ENSMUSG00000000384;A3:11:6569110-6569556:6569063-6569556:-	A3	-4.573107914573882e-08	0.3036963037	False
ENSMUSG00000000384;A3:11:6570221-6570742:6570143-6570742:-	A3	0.06882283889385994	0.3036963037	False
ENSMUSG00000000384;A5:11:6575213-6575965:6575213-6576023:-	A5	-0.008595577525064235	0.3036963037	False
ENSMUSG00000000384;AF:11:6575213-6575384:6575459:6575213-6575965:6576043:-	AF	-0.29341129966036644	0.1558441558	False
ENSMUSG00000000399;A3:6:126821992-126826027:126821924-126826027:-	A3	-0.15702839195452223	0.0394605395	True
ENSMUSG00000000439;SE:6:115587661-115588596:115588900-115590288:+	SE	0.05785823922728062	0.1528471528	False
ENSMUSG00000000441;A3:6:115597308-115598777:115597288-115598777:-	A3	-0.00057652574578605	0.3976023976	False
ENSMUSG00000000441;AF:6:115621603-115652650:115652925:115621603-115653197:115653596:-	AF	-0.024877038121372222	0.3976023976	False
ENSMUSG00000000441;RI:6:115597170:115597288-115598777:115598823:-	RI	0.40862770195812026	0.005994006	True
ENSMUSG00000000441;RI:6:115597170:115597308-115598777:115598823:-	RI	0.0032657679539743745	0.3976023976	False
ENSMUSG00000000441;SE:6:115603927-115607602:115607661-115608176:-	SE	0.0	0.3976023976	False
ENSMUSG00000000441;SE:6:115603927-115608176:115608329-115609858:-	SE	-0.40862770195812026	0.005994006	True
ENSMUSG00000000563;SE:3:105850379-105851003:105851182-105858907:-	SE	-0.010183212456151614	0.2292707293	False
ENSMUSG00000000563;SE:3:105863357-105865186:105865352-105866178:-	SE	0.08334927277998383	0.1028971029	False
ENSMUSG00000000568;A5:5:100109192-100109957:100109192-100109993:-	A5	-0.06556673747228892	0.1552732981	False
ENSMUSG00000000568;AF:5:100115246-100124393:100124410:100115246-100126251:100126776:-	AF	0.34129789726610205	0.035964036	True
ENSMUSG00000000568;AF:5:100115246-100124393:100124410:100115246-100126251:100126794:-	AF	-0.29767711142050945	0.048951049	True
ENSMUSG00000000568;SE:5:100109192-100109957:100110063-100110374:-	SE	0.24068328612625461	0.035964036	True
ENSMUSG00000000568;SE:5:100109192-100109993:100110063-100110374:-	SE	0.164255430932277	0.0495504496	True
ENSMUSG00000000568;SE:5:100110471-100111590:100111736-100111843:-	SE	-0.24431840811748695	0.035964036	True
ENSMUSG00000000568;SE:5:100114042-100115078:100115246-100126251:-	SE	-0.027956975755868974	0.2022977023	False
ENSMUSG00000000568;SE:5:100115246-100124393:100124449-100126251:-	SE	-0.05614303769284512	0.1552732981	False
ENSMUSG00000000581;AF:11:17207579:17207658-17212648:17207688:17208007-17212648:+	AF	0.10653246433297736	0.1148851149	False
ENSMUSG00000000581;AF:11:17207592:17207658-17212648:17207688:17208007-17212648:+	AF	-0.06769133482275896	0.1148851149	False
ENSMUSG00000000581;AF:11:17207594:17207658-17212648:17207688:17208007-17212648:+	AF	0.06199523525611972	0.1148851149	False
ENSMUSG00000000600;A3:5:3853483-3856419:3853483-3856465:+	A3	-0.018485448126745407	0.2817182817	False
ENSMUSG00000000600;A3:5:3873785-3880604:3873785-3880606:+	A3	0.002111091641160745	0.2817182817	False
ENSMUSG00000000600;RI:5:3872087:3872243-3873634:3873785:+	RI	0.002111091641160745	0.2817182817	False
ENSMUSG00000000600;SE:5:3862857-3863051:3863194-3868527:+	SE	6.680323489938189e-06	0.2817182817	False
ENSMUSG00000000600;SE:5:3863194-3863272:3863419-3868527:+	SE	0.031872731005980724	0.2817182817	False
ENSMUSG00000000600;SE:5:3882226-3886778:3886894-3890874:+	SE	0.020590275089842236	0.2817182817	False
ENSMUSG00000000740;RI:8:123829584:123829725-123829922:123830095:+	RI	-0.022818077778569725	0.1908091908	False
ENSMUSG00000000740;RI:8:123830637:123830693-123831783:123831983:+	RI	-0.022818077778569725	0.1908091908	False
ENSMUSG00000000787;RI:X:13153464:13153622-13153703:13153802:+	RI	0.001182423840868075	0.4140859141	False
ENSMUSG00000000787;RI:X:13154518:13154603-13154812:13154910:+	RI	0.00031466655316987494	0.4140859141	False
ENSMUSG00000000804;AF:11:84994852-85030537:85030864:84994852-85030924:85030987:-	AF	-0.01440750531521151	0.3106893107	False
ENSMUSG00000000804;SE:11:84877409-84878095:84878187-84879160:-	SE	-0.17284603114100633	0.2067932068	False
ENSMUSG00000000804;SE:11:84908667-84910591:84910702-84912982:-	SE	-0.13548028000614976	0.2067932068	False
ENSMUSG00000000804;SE:11:84930167-84930821:84930996-84933314:-	SE	0.0	0.3106893107	False
ENSMUSG00000000827;A3:2:181144728-181149959:181144728-181149966:+	A3	-0.009290610480874872	0.3265306122	False
ENSMUSG00000000827;SE:2:181139125-181141096:181141246-181141638:+	SE	-0.013559795795654118	0.3265306122	False
ENSMUSG00000000827;SE:2:181139125-181141638:181141783-181143698:+	SE	-0.025275045086584846	0.3136863137	False
ENSMUSG00000000827;SE:2:181143846-181144669:181144728-181149959:+	SE	0.276063265210764	0.033966034	True
ENSMUSG00000000827;SE:2:181150060-181152297:181152323-181153367:+	SE	0.3821509684004991	0.01998002	True
ENSMUSG00000000827;SE:2:181150060-181153367:181153408-181154832:+	SE	-0.15923091839509596	0.0839160839	False
ENSMUSG00000000838;A3:X:67744026-67747269:67744026-67747275:+	A3	-0.015150933579711978	0.2762237762	False
ENSMUSG00000000838;A3:X:67754385-67755837:67754385-67755912:+	A3	-0.29426372458833494	0.0589410589	False
ENSMUSG00000000838;A3:X:67756929-67759120:67756929-67759171:+	A3	-0.02851175480563161	0.2762237762	False
ENSMUSG00000000838;SE:X:67748986-67749467:67749529-67751648:+	SE	0.24314841146248567	0.0589410589	False
ENSMUSG00000000884;A3:16:18359847-18362861:18359847-18362865:+	A3	-0.0813820477190339	0.3124375624	False
ENSMUSG00000000884;A3:16:18366941-18371117:18366941-18371159:+	A3	0.053124259885182545	0.3124375624	False
ENSMUSG00000000884;AF:16:18317463:18317601-18317796:18317690:18317701-18317796:+	AF	-0.3762422837186442	0.3124375624	False
ENSMUSG00000000884;AF:16:18317534:18317601-18317796:18317641:18317701-18317796:+	AF	0.11605665658894448	0.3124375624	False
ENSMUSG00000000884;AF:16:18317534:18317601-18317796:18317652:18317701-18317796:+	AF	0.004394996126467321	0.3276723277	False
ENSMUSG00000000884;AF:16:18317534:18317601-18317796:18317690:18317701-18317796:+	AF	-0.19161878794769438	0.3124375624	False
ENSMUSG00000000884;SE:16:18317890-18357142:18357246-18359185:+	SE	-0.014500745321326025	0.3141564318	False
ENSMUSG00000000884;SE:16:18363023-18363867:18363963-18366843:+	SE	-0.0046336425822125	0.3141564318	False
ENSMUSG00000000884;SE:16:18366941-18367685:18367809-18371117:+	SE	0.01959516512704551	0.3141564318	False
ENSMUSG00000001016;RI:3:90394158:90394219-90394290:90394404:+	RI	-0.023188852005141328	0.2257742258	False
ENSMUSG00000001017;A3:3:90410589-90413415:90410586-90413415:-	A3	-0.07473931901961028	0.3516483516	False
ENSMUSG00000001017;A3:3:90414565-90414852:90413568-90414852:-	A3	0.007017063524893849	0.3516483516	False
ENSMUSG00000001017;AF:3:90414933-90416081:90416329:90414933-90416498:90416769:-	AF	0.005538900751183625	0.3516483516	False
ENSMUSG00000001017;AL:3:90406265:90407414-90410403:90409465:90409560-90410403:-	AL	0.014223646153673997	0.3516483516	False
ENSMUSG00000001017;RI:3:90413415:90413568-90414852:90414933:-	RI	-0.04454991243479358	0.3516483516	False
ENSMUSG00000001017;RI:3:90413415:90414565-90414852:90414933:-	RI	-0.3602426975904275	0.3516483516	False
ENSMUSG00000001017;SE:3:90407414-90409423:90409560-90410403:-	SE	0.002163025971921917	0.3516483516	False
ENSMUSG00000001017;SE:3:90410589-90412702:90412785-90413415:-	SE	-0.01219493305982735	0.3516483516	False
ENSMUSG00000001036;A5:11:61423518-61424397:61423518-61424415:-	A5	0.01016987105529199	0.2977022977	False
ENSMUSG00000001036;SE:11:61424507-61425404:61425439-61426097:-	SE	-0.0443153813140606	0.2450882451	False
ENSMUSG00000001036;SE:11:61426209-61434984:61435154-61436976:-	SE	-0.051172726571598284	0.2450882451	False
ENSMUSG00000001036;SE:11:61437737-61438696:61438809-61470393:-	SE	-0.011797229504536735	0.2977022977	False
ENSMUSG00000001036;SE:11:61437737-61438834:61438868-61456648:-	SE	-0.05769820696484401	0.2450882451	False
ENSMUSG00000001036;SE:11:61437737-61456648:61456720-61470393:-	SE	0.034277185081536876	0.2450882451	False
ENSMUSG00000001036;SE:11:61438868-61444336:61444405-61456648:-	SE	-0.16796954643183515	0.2450882451	False
ENSMUSG00000001039;A3:11:61399994-61400266:61399994-61400296:+	A3	0.0050610323469844	0.3291708292	False
ENSMUSG00000001039;SE:11:61397238-61398454:61398565-61399898:+	SE	-0.028308029678982716	0.2397602398	False
ENSMUSG00000001039;SE:11:61398565-61399898:61399994-61400296:+	SE	-0.027670586178203505	0.2397602398	False
ENSMUSG00000001089;AF:4:136197161:136197197-136267667:136248706:136248754-136267667:+	AF	0.07857518975884481	0.1476023976	False
ENSMUSG00000001089;AL:4:136272713-136273308:136273705:136272713-136281815:136282091:+	AL	-0.78536114074464	0.011988012	True
ENSMUSG00000001089;SE:4:136248754-136266436:136266527-136267667:+	SE	0.01956013711802701	0.2632367632	False
ENSMUSG00000001100;A5:11:78403631-78404746:78403298-78404746:+	A5	-0.01757057465426855	0.2417582418	False
ENSMUSG00000001100;A5:11:78410194-78411978:78410131-78411978:+	A5	-0.03072327552264205	0.2417582418	False
ENSMUSG00000001105;A3:11:78429564-78429638:78429564-78429660:+	A3	-0.047759601781606376	0.1353646354	False
ENSMUSG00000001105;SE:11:78427402-78429336:78429564-78429660:+	SE	0.025979875075901826	0.1353646354	False
ENSMUSG00000001150;AF:10:76344223:76344261-76348252:76346728:76347057-76348252:+	AF	-0.032345494964757804	0.2677322677	False
ENSMUSG00000001150;SE:10:76318655-76318949:76319217-76320488:+	SE	0.0	0.2677322677	False
ENSMUSG00000001150;SE:10:76344261-76346854:76347057-76348252:+	SE	-0.014664966185471674	0.2677322677	False
ENSMUSG00000001157;A3:6:86694499-86694974:86694433-86694974:-	A3	-0.02523290564368455	0.2627372627	False
ENSMUSG00000001158;A5:6:86659958-86661207:86659958-86661429:-	A5	0.024733120175361473	0.1248751249	False
ENSMUSG00000001173;SE:X:47001925-47005352:47005431-47009038:+	SE	-0.041347140775184976	0.3661338661	False
ENSMUSG00000001173;SE:X:47032518-47033344:47033490-47035880:+	SE	-0.0053297202693277645	0.3661338661	False
ENSMUSG00000001173;SE:X:47035990-47036584:47036749-47037002:+	SE	-0.0004782137686967225	0.3661338661	False
ENSMUSG00000001175;AF:12:100165694:100165975-100168652:100166403:100166564-100168652:+	AF	7.050986371470724e-05	0.459040959	False
ENSMUSG00000001175;AF:12:100165788:100165975-100168652:100166403:100166564-100168652:+	AF	1.571243426956581e-05	0.459040959	False
ENSMUSG00000001289;A5:15:102235284-102236957:102234970-102236957:+	A5	-0.0023690070388589987	0.3756243756	False
ENSMUSG00000001289;AF:15:102234583:102234695-102235253:102234845:102234970-102235253:+	AF	-0.00879845554441085	0.2983516484	False
ENSMUSG00000001289;AF:15:102234624:102234695-102236957:102234818:102234970-102236957:+	AF	0.7245357792710676	0.0	True
ENSMUSG00000001289;MX:15:102234695-102234868:102234970-102236957:102234695-102235253:102235284-102236957:+	MX	0.018763789285640153	0.2912087912	False
ENSMUSG00000001289;RI:15:102234868:102234970-102235253:102235284:+	RI	0.019971169852088026	0.2912087912	False
ENSMUSG00000001289;SE:15:102234695-102234868:102234970-102235253:+	SE	0.015194584492131513	0.2983516484	False
ENSMUSG00000001289;SE:15:102234695-102234868:102234970-102236957:+	SE	-0.270728112060453	0.0233516484	True
ENSMUSG00000001289;SE:15:102234970-102235253:102235284-102236957:+	SE	-0.174010110963167	0.0241758242	True
ENSMUSG00000001305;RI:1:186469785:186469882-186471801:186472060:-	RI	-0.003119389946638601	0.3506493506	False
ENSMUSG00000001403;AL:2:164614146-164614424:164614827:164614146-164619110:164620742:+	AL	0.00033738102259128766	0.4100899101	False
ENSMUSG00000001416;A3:3:88219129-88220398:88219129-88220549:+	A3	-0.0030206741634082254	0.3521478521	False
ENSMUSG00000001416;A5:3:88208298-88210075:88206710-88210075:+	A5	-0.3868931974560404	0.3521478521	False
ENSMUSG00000001416;RI:3:88206649:88206710-88208107:88208298:+	RI	-0.10446712249911289	0.3521478521	False
ENSMUSG00000001416;RI:3:88208107:88208157-88208236:88208298:+	RI	0.012004143888329048	0.3521478521	False
ENSMUSG00000001416;RI:3:88228321:88228452-88228751:88228814:+	RI	0.0385197549001382	0.3521478521	False
ENSMUSG00000001416;SE:3:88206710-88208107:88208298-88210075:+	SE	-0.16601456205977771	0.3521478521	False
ENSMUSG00000001416;SE:3:88216654-88218980:88219129-88220549:+	SE	0.007028621739056717	0.3521478521	False
ENSMUSG00000001416;SE:3:88228452-88228617:88228670-88228751:+	SE	-0.002807984917388649	0.3521478521	False
ENSMUSG00000001424;AF:6:28475138:28475206-28512834:28480347:28480641-28512834:+	AF	0.0	0.3581418581	False
ENSMUSG00000001424;SE:6:28520264-28523726:28523804-28526052:+	SE	-0.0009521085711075017	0.3581418581	False
ENSMUSG00000001441;A3:11:97127047-97128920:97126995-97128920:-	A3	0.6016410025176744	0.1538461538	False
ENSMUSG00000001441;A5:11:97131869-97132453:97131869-97132630:-	A5	0.0	0.3066933067	False
ENSMUSG00000001441;A5:11:97135361-97139028:97135361-97139058:-	A5	0.0	0.3066933067	False
ENSMUSG00000001441;SE:11:97126995-97128920:97129084-97131755:-	SE	-0.03295851198802269	0.3066933067	False
ENSMUSG00000001441;SE:11:97133629-97135254:97135361-97139028:-	SE	0.0	0.3066933067	False
ENSMUSG00000001441;SE:11:97139149-97141454:97141569-97149100:-	SE	-0.019947071332748475	0.3066933067	False
ENSMUSG00000001441;SE:11:97149177-97154722:97154852-97158421:-	SE	0.124824554316461	0.3066933067	False
ENSMUSG00000001518;A3:6:128394675-128401681:128393261-128401681:-	A3	0.0	0.2497502498	False
ENSMUSG00000001518;A5:6:128391247-128392859:128391247-128392881:-	A5	0.0	0.2497502498	False
ENSMUSG00000001518;SE:6:128391247-128392859:128393027-128393220:-	SE	0.0	0.2497502498	False
ENSMUSG00000001518;SE:6:128393261-128394580:128394675-128401681:-	SE	0.0	0.2497502498	False
ENSMUSG00000001521;SE:6:128314748-128325086:128325169-128332701:-	SE	0.0029227781520078247	0.3531468531	False
ENSMUSG00000001542;SE:13:75855916-75873072:75873119-75894411:+	SE	0.20293651959656966	0.1018981019	False
ENSMUSG00000001542;SE:13:75873119-75894411:75894532-75898044:+	SE	0.011405173948893399	0.2912087912	False
ENSMUSG00000001542;SE:13:75894532-75898044:75898207-75904394:+	SE	0.03211696004195608	0.2912087912	False
ENSMUSG00000001627;AF:12:40254013-40254296:40254641:40254013-40256988:40257061:-	AF	-0.014993860420510555	0.3806193806	False
ENSMUSG00000001627;AF:12:40297862-40297954:40298078:40297862-40298267:40298503:-	AF	-0.02152239686853341	0.3806193806	False
ENSMUSG00000001627;RI:12:40267157:40267241-40267377:40267481:-	RI	0.003947302442860283	0.3996003996	False
ENSMUSG00000001627;SE:12:40254013-40254296:40254424-40256988:-	SE	-0.09045895690656386	0.2727272727	False
ENSMUSG00000001627;SE:12:40263258-40263977:40264134-40266189:-	SE	0.0008604256824185086	0.3996003996	False
ENSMUSG00000001642;A5:6:34287937-34288857:34287937-34288864:-	A5	0.0	0.3726273726	False
ENSMUSG00000001642;SE:6:34289742-34293516:34293584-34294275:-	SE	0.005945658451726525	0.3726273726	False
ENSMUSG00000001674;A3:1:121487056-121487861:121486999-121487861:-	A3	0.0	0.3876123876	False
ENSMUSG00000001674;AF:1:121493897-121495297:121495451:121493897-121495520:121495718:-	AF	-0.13114507611466963	0.0539460539	False
ENSMUSG00000001687;AF:5:148448812-148474334:148474400:148448812-148488763:148489472:-	AF	0.24680344319573694	0.1348651349	False
ENSMUSG00000001687;AF:5:148448812-148488269:148488466:148448812-148488763:148489472:-	AF	-0.009769404181156625	0.3356643357	False
ENSMUSG00000001687;AF:5:148448812-148488315:148488474:148448812-148488763:148489472:-	AF	0.0033895044497599253	0.3356643357	False
ENSMUSG00000001687;RI:5:148488967:148489397-148489448:148489599:-	RI	-0.2016289578482774	0.3071928072	False
ENSMUSG00000001729;A3:12:112628768-112637950:112628742-112637950:-	A3	0.0	0.3426573427	False
ENSMUSG00000001729;AF:12:112638088-112640140:112640378:112638088-112640434:112640710:-	AF	0.0056913230248393	0.3426573427	False
ENSMUSG00000001729;AF:12:112638088-112640434:112640710:112638088-112641156:112641318:-	AF	0.0010962408537599222	0.3426573427	False
ENSMUSG00000001729;SE:12:112623425-112623502:112623630-112623702:-	SE	0.0	0.3426573427	False
ENSMUSG00000001774;A3:9:18215682-18216589:18215682-18216592:+	A3	0.21245911607783785	0.2052947053	False
ENSMUSG00000001774;SE:9:18213479-18215579:18215682-18216589:+	SE	-0.005100738799388549	0.3111888112	False
ENSMUSG00000001774;SE:9:18216647-18219518:18219580-18220046:+	SE	0.04745454333635046	0.3111888112	False
ENSMUSG00000001833;A3:9:25163995-25175499:25163995-25175502:+	A3	0.00100810666032225	0.3701298701	False
ENSMUSG00000001833;A3:9:25176792-25186527:25176792-25186591:+	A3	0.2142001343181089	0.2367632368	False
ENSMUSG00000001833;A3:9:25176792-25186591:25176792-25186630:+	A3	0.09594765119085202	0.2937062937	False
ENSMUSG00000001833;MX:9:25163995-25175499:25175503-25176690:25163995-25176598:25176602-25176690:+	MX	-0.07564104490241685	0.2367632368	False
ENSMUSG00000001833;MX:9:25163995-25175502:25175503-25176690:25163995-25176598:25176602-25176690:+	MX	-0.7217517608928201	0.2037962038	False
ENSMUSG00000001833;RI:9:25215013:25215148-25217422:25217561:+	RI	-0.0014286711574132	0.3701298701	False
ENSMUSG00000001847;AF:5:143502984-143503210:143503363:143502984-143503812:143503937:-	AF	0.010219731548313772	0.3188811189	False
ENSMUSG00000001847;AF:5:143502984-143503210:143503363:143502984-143513518:143513748:-	AF	-0.009538374802465124	0.3188811189	False
ENSMUSG00000001847;AF:5:143502984-143503210:143503363:143502984-143513518:143513791:-	AF	0.06443650198226303	0.3188811189	False
ENSMUSG00000001847;AF:5:143502984-143503812:143503937:143502984-143513518:143513748:-	AF	-0.11937316446540802	0.0884115884	False
ENSMUSG00000001847;AF:5:143502984-143503812:143503937:143502984-143513518:143513791:-	AF	0.001790224175374333	0.3746253746	False
ENSMUSG00000001847;SE:5:143493913-143495352:143495408-143500424:-	SE	0.11970167464436249	0.0884115884	False
ENSMUSG00000001855;A3:2:31928184-31929332:31928184-31929335:+	A3	0.08545359558614951	0.2137862138	False
ENSMUSG00000001855;SE:2:31879151-31880247:31880373-31881276:+	SE	-0.21807287890618732	0.2017982018	False
ENSMUSG00000001855;SE:2:31892690-31892893:31893042-31894325:+	SE	0.0	0.3156843157	False
ENSMUSG00000001855;SE:2:31932581-31937415:31937586-31941021:+	SE	-0.028495618781074178	0.2137862138	False
ENSMUSG00000001909;A3:8:85415978-85416261:85415978-85416337:+	A3	0.04925294653994983	0.3536463536	False
ENSMUSG00000001909;A3:8:85416537-85417146:85416537-85417279:+	A3	0.0	0.3536463536	False
ENSMUSG00000001909;A3:8:85417201-85417402:85417201-85417440:+	A3	0.0	0.3536463536	False
ENSMUSG00000001909;A3:8:85417201-85417414:85417201-85417440:+	A3	0.0	0.3536463536	False
ENSMUSG00000001909;A3:8:85417201-85417431:85417201-85417440:+	A3	-0.0027557113617366	0.3536463536	False
ENSMUSG00000001909;A5:8:85416005-85416261:85415978-85416261:+	A5	-0.0110266150403766	0.3536463536	False
ENSMUSG00000001909;A5:8:85421966-85422057:85421953-85422057:+	A5	0.0	0.3536463536	False
ENSMUSG00000001909;A5:8:85423977-85424054:85423967-85424054:+	A5	0.13970863824252336	0.3536463536	False
ENSMUSG00000001909;A5:8:85424400-85424814:85424360-85424814:+	A5	0.0	0.3536463536	False
ENSMUSG00000001909;AF:8:85412968:85413328-85416261:85415912:85415978-85416261:+	AF	0.0	0.3536463536	False
ENSMUSG00000001909;AF:8:85412968:85413328-85416261:85415918:85415978-85416261:+	AF	0.0	0.3536463536	False
ENSMUSG00000001909;AL:8:85418068-85418501:85418676:85418068-85421851:85421868:+	AL	0.0	0.3536463536	False
ENSMUSG00000001909;AL:8:85418068-85418501:85418676:85418068-85421851:85421930:+	AL	0.0	0.3536463536	False
ENSMUSG00000001909;RI:8:85417146:85417201-85417402:85417576:+	RI	0.0	0.3536463536	False
ENSMUSG00000001909;RI:8:85417146:85417201-85417414:85417576:+	RI	0.0	0.3536463536	False
ENSMUSG00000001909;RI:8:85417146:85417201-85417431:85417576:+	RI	0.05835489564793894	0.3536463536	False
ENSMUSG00000001909;RI:8:85417146:85417201-85417440:85417576:+	RI	0.003718995006277176	0.3536463536	False
ENSMUSG00000001909;RI:8:85422057:85422169-85423456:85423604:+	RI	0.40571220988392714	0.3536463536	False
ENSMUSG00000001909;SE:8:85423604-85423744:85423830-85423898:+	SE	0.056257932068098926	0.3536463536	False
ENSMUSG00000001924;AF:X:20524565:20524765-20534688:20525666:20525805-20534688:+	AF	0.0	0.3576423576	False
ENSMUSG00000001924;AF:X:20524565:20524765-20534688:20529137:20529364-20534688:+	AF	-0.008819215521810198	0.3576423576	False
ENSMUSG00000001924;AF:X:20525666:20525805-20534688:20529137:20529364-20534688:+	AF	0.0	0.3576423576	False
ENSMUSG00000001924;SE:X:20524765-20525439:20525535-20534688:+	SE	-0.00134111720895195	0.3576423576	False
ENSMUSG00000002031;A3:9:44685081-44689859:44685081-44689891:+	A3	0.03951608496756842	0.2427572428	False
ENSMUSG00000002031;A5:9:44684584-44684985:44684470-44684985:+	A5	-0.042732472287398356	0.2427572428	False
ENSMUSG00000002031;A5:9:44687758-44689859:44687734-44689859:+	A5	-0.05547225857941482	0.2427572428	False
ENSMUSG00000002031;AF:9:44684207:44684470-44684985:44684560:44684584-44684985:+	AF	0.03657533499876567	0.2427572428	False
ENSMUSG00000002031;AF:9:44684257:44684470-44684985:44684560:44684584-44684985:+	AF	-0.06829632300355976	0.2427572428	False
ENSMUSG00000002031;AF:9:44684450:44684470-44684985:44684560:44684584-44684985:+	AF	-0.04126116792030449	0.2427572428	False
ENSMUSG00000002031;MX:9:44685081-44685480:44685528-44689859:44685081-44687654:44687758-44689859:+	MX	0.17839126355329954	0.2427572428	False
ENSMUSG00000002031;SE:9:44685081-44685480:44685528-44689859:+	SE	0.02844098972387099	0.2427572428	False
ENSMUSG00000002031;SE:9:44685081-44687654:44687758-44689859:+	SE	-0.03665693186075217	0.2427572428	False
ENSMUSG00000002031;SE:9:44685081-44689859:44689935-44693397:+	SE	-0.15151579965941742	0.2427572428	False
ENSMUSG00000002031;SE:9:44695102-44695257:44695350-44695629:+	SE	-0.05930255448028765	0.2427572428	False
ENSMUSG00000002055;A5:11:78196328-78203941:78196146-78203941:+	A5	-0.008199564450013026	0.3186813187	False
ENSMUSG00000002055;AF:11:78206726:78206867-78210293:78208788:78208913-78210293:+	AF	0.011024062533787293	0.3186813187	False
