gene_id	symbol	group	SRR30827752	SRR30827741	SRR30827730	SRR30827719	SRR30827778	SRR30827776	SRR30827775	SRR30827714	SRR30827713	SRR30827784	SRR30827783	SRR30827773	SRR30827772	SRR30827771	SRR30827770	SRR30827786	SRR30827785	SRR30827774	SRR30827763	SRR30827782	SRR30827781	SRR30827780	SRR30827779
ENSMUSG00000113206	Gm3742	zygotic set	-0.8911574395798949	-0.709840344138517	-0.8910446055457475	-0.8911574395798949	-0.3602755202036996	-0.2830897624855297	-0.36520111343720646	-0.6407941788795996	-0.8911574395798949	-0.8911574395798949	-0.8911574395798949	1.7744776858923699	0.6356335487927849	0.533500413265759	1.0389689802144604	-0.8210202173618755	-0.557693431441338	-0.6907111348067634	-0.3602685938548425	1.559471796692776	1.5102509059484615	1.5099220196567993	1.573500749591186
ENSMUSG00000121649	ENSMUSG00000121649	zygotic set	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	-0.528364495001787	2.0067139514338104	-0.5283644195358034	2.115811114873734	-0.528364495001787	-0.528364495001787	-0.06473448277607455	-0.528364495001787	1.0760565776716176	2.227147227633908	-0.528364495001787	1.6212019507273983
ENSMUSG00000121782	ENSMUSG00000121782	zygotic set	-1.0510852442232306	-1.0510852442232306	-0.3032226924992522	0.2608338779615722	0.48901542187739416	0.6695967846115456	-1.051085164557149	-1.0510852442232306	0.10048270551327793	-0.055637947665504325	0.19085937466745245	-1.0510852442232306	1.2469741300304338	1.2107328664000445	1.4476889817228187	-1.0510852442232306	-0.9451688347116882	-0.6764026795044294	-1.0509276321854495	-0.4400325580120063	2.06585643647556	0.6982338961372453	1.3976292548542908
ENSMUSG00000048502	Duxbl1	2C/DUX marker	0.038198417939496895	-0.11484966757608349	-0.24916465722094333	-0.35938427390711597	-1.5386833131234443	-1.537544174644375	-1.2557939529427333	0.42683599058447386	-0.628312013237771	-0.1817172369731908	-1.0502598331468824	1.5995331824571495	0.15815801149201247	-1.500247039700689	0.025454618064314805	0.1796593980698199	-0.13030455130394722	0.8249459149411532	-0.1644978180205438	1.2229312251959135	1.0988922652186321	1.0389867430788247	2.0971627647559368
ENSMUSG00000054272	Zscan4c	2C/DUX marker	-1.2979874265349478	-2.1425259737856677	-1.3024744433894686	-2.0282317599010904	-0.47950599996515575	-0.35228846874284697	-0.2643737222262312	0.8932311663442827	0.504763566636267	-0.9740077235565062	-0.2588163980530767	0.87893650555796	0.7454414084826357	0.6597171210999759	0.8257920342825534	1.1512511922168414	1.1298307983907283	1.0123908099012755	1.0048299714234936	0.3251254253561617	-0.24580706800118002	-0.16771925179557695	0.382428236259568
ENSMUSG00000058005	Tdpoz3	2C/DUX marker	-1.0577022071383588	-1.0577022071383588	-1.0577022071383588	-1.0577022071383588	-0.6593488091270318	-1.0577022071383588	0.01816285049510351	-0.8156296252939262	-1.0577022071383588	-0.9025440450524078	-1.0577022071383588	0.6585482842503383	0.8437176434740769	0.6603963959248342	1.0346893487139268	1.2459774400814891	1.3205579951435034	1.240813054827535	1.2420893389346535	0.40766385019783835	-0.49175266429124564	-0.07550887126834857	1.6760832629581721
ENSMUSG00000060256	Tdpoz4	2C/DUX marker	-1.1876758144811268	-1.1876758144811268	-1.1876758144811268	-1.1876758144811268	-0.8804676167580456	0.7131922752736409	0.3783135578189424	-1.1241478975908998	-1.1876758144811268	-1.1876758144811268	-1.1876758144811268	0.9532852328402822	1.094253123059191	0.6163939145099202	1.5164327964940238	0.4561421718764488	0.13380373107956559	0.721154078168011	0.5771163987435333	0.5442073846675897	0.8341354033483788	0.18478272160149387	1.5951334262358148
ENSMUSG00000070828	Zscan4f	2C/DUX marker	-1.5657474416474138	-2.344570542956944	-1.7616353017948712	-1.7409805152827147	0.015255297359479301	-0.06994437417911065	-0.2352584115958826	0.6963666504051615	0.5171508342537089	-0.9110642387849732	-0.09459766130569153	0.6759581743586827	0.7530927545747784	0.728574219445938	0.9041068806228149	0.9413955416929188	1.0385088919289094	0.8580924333294985	0.9395133142020151	0.35846444606893146	-0.06268539369888831	-0.05660115606457502	0.41660559906823735
ENSMUSG00000090714	Zscan4d	2C/DUX marker	-1.1959661904313104	-2.293207028266531	-1.586627143061742	-1.5728493058484527	-0.4232258841771656	-0.5419372663285092	-0.3781137883701765	0.9933138554483854	0.5798860285455011	-0.7656826099886346	-0.22229812057616963	0.7924519364148145	0.6676604906246552	0.6134617854986518	0.9179286001702711	1.2013306034723392	1.1143523979933012	1.1191821252120469	0.9323815330639	0.3160550567813806	-0.4553148514572872	-0.30696948582816114	0.49418726110891165
ENSMUSG00000094084	Tdpoz1	2C/DUX marker	-1.4335349237406418	-1.4727510153825536	-1.4720194788462697	-1.5128136983503815	0.23528138949857222	0.1648388025100192	0.2910923449903713	-0.6541705454428207	-0.7714323108180647	-1.4196621867251389	-1.1843366516190559	1.281753289876201	1.0775283926857122	0.7474941249362855	0.900412440864973	0.012375904455169279	0.5418981793172333	0.22764526704273258	0.4914660165485574	1.1033324957758035	0.8223600341465765	0.9369865345940377	1.0862555936826832
ENSMUSG00000094163	Tdpoz5	2C/DUX marker	-1.0238094034206355	-1.4238506520196375	-1.4330919838587357	-1.2975091472914488	-0.5233011098571598	-0.12753638418474209	-0.01847473464354178	-0.6386812397387693	-1.0972653837587112	-1.3148315836430877	-1.2618164638574139	1.1718610557767382	0.8295477201939248	0.5034007458519142	1.1200519256844739	0.3905057084909086	0.48023451398317585	0.7699092555307707	0.6078674679466406	1.0568441091490786	0.9411805632724123	0.682224638683886	1.6065403817099657
ENSMUSG00000094328	Tdpoz9	2C/DUX marker	-1.2762626097494139	-1.3592217674459046	-1.3577927049009455	-1.4494793726832516	0.2771010738714588	0.13899790914068944	0.17665268080140437	-1.0138657667394266	-0.8390072126369752	-1.4484206647611662	-1.2916923896197883	1.1807051188499003	0.9136068036527796	0.7914741907626438	1.0822958356732235	0.10741509365002028	0.4368055731991888	0.29703419708067286	0.43907840550024074	1.0079531741985668	1.0776429979252973	0.9088132864930694	1.2001661477377195
ENSMUSG00000095251	Tdpoz7	2C/DUX marker	-1.0238094034206355	-1.4238506520196375	-1.4330919838587357	-1.2975091472914488	-0.5233011098571598	-0.12753638418474209	-0.01847473464354178	-0.6386812397387693	-1.0972653837587112	-1.3148315836430877	-1.2618164638574139	1.1718610557767382	0.8295477201939248	0.5034007458519142	1.1200519256844739	0.3905057084909086	0.48023451398317585	0.7699092555307707	0.6078674679466406	1.0568441091490786	0.9411805632724123	0.682224638683886	1.6065403817099657
ENSMUSG00000095339	Zscan4b	2C/DUX marker	-0.7216854442794642	-1.1033810821690124	-1.1033810821690124	-1.1033810821690124	-0.7045081498443491	-0.7852122631852625	-0.5931167012821563	1.2884117233344803	-0.152613554596709	-0.7189005790177369	-0.6371999789937246	0.4647471633236742	0.2516992024115629	0.027184707837241525	0.769353851657639	1.5800409128617467	1.678662268738418	2.0844326191784104	1.2492769070747947	-0.4012856040953266	-0.6722786081243107	-0.9841335129380889	0.28726828644620533
ENSMUSG00000095821	Tcstv3	2C/DUX marker	0.367101384904875	-0.2238681259180357	-0.20977084113274772	-0.6371290025200547	-2.3280702603329373	-1.6480678867870908	-1.0632074208408702	0.41579259960501275	-0.1362833373770105	-0.527098117667798	-1.3088504934887977	0.7171738169953538	0.15974725415817786	-0.31338250881948215	0.49752455894564107	1.0832682620451348	0.6148899168170318	1.32076883906445	0.72561928653466	1.3682370846017602	-0.026372604440049918	-0.579855111200756	1.7318327068535195
ENSMUSG00000095822	Tdpoz9-ps1	2C/DUX marker	-1.4882196593443617	-1.2076871544811782	-1.4882196593443617	-1.1523992582138136	-0.0325560068682608	0.07405081373065958	-0.281269144446589	-0.7352800718486063	-0.7039470006497719	-1.2949132911189125	-1.2355505326869536	1.2299938552176313	1.1696171372489172	0.8826071918262751	1.1323819848404666	-0.15046530215740897	0.27015100908063266	0.021433202185950857	0.426551183329154	1.1175504261685125	1.1730361622081598	1.0141939519095322	1.2589401634143313
ENSMUSG00000095936	Zscan4e	2C/DUX marker	-1.543214028171879	-2.0807587771909524	-1.5457879816254954	-1.5095001288626153	-0.060876153280938705	-0.43391501242510333	-0.17377978087255483	1.202149451464608	0.6622875173692072	-0.9595044483545385	-0.19913512186162974	0.6140663889550612	0.5460278045644953	0.6737969028617993	0.6778073773271955	1.2008413534227507	1.1705266069292022	1.1798605646033393	1.0957405813309733	0.007031163935391973	-0.5965689199316545	-0.28173137556594396	0.354636015379281
ENSMUSG00000096284	Tcstv1	2C/DUX marker	1.031408950999191	0.7765427170293084	0.8164823028910121	0.43070276950172093	-1.4877651719615654	-1.4769317084714102	-1.8175631656008664	1.10599887326088	0.5072514785164626	0.667773994443493	-0.05036315882885981	-0.06926674840281771	-0.4691842920090486	-0.8231369853887421	-0.5151747616922336	1.3021473183901493	0.8492482357325314	1.332293362887697	0.9945310567268408	-0.10816451048556858	-1.1638316023528834	-1.3954457176701571	-0.43755323751514313
ENSMUSG00000096879	Tdpoz8	2C/DUX marker	-1.3432791214780262	-1.478516634754746	-1.4472395786264887	-1.3723798163855203	-0.06845349584565096	0.3301698948708039	0.3896916665487434	-0.9098767305376295	-1.177650135344074	-1.2595601544191997	-1.2563871021809676	0.7216339832932358	0.9042792247907365	0.7190599579502818	1.2200727407195913	0.6606597019839465	0.7942457126879101	0.9183898083451436	0.7994381560284451	0.8061842708315229	0.6043741589017388	0.2572726314895868	1.1878708611306101
ENSMUSG00000103362	Tdpoz2	2C/DUX marker	-1.0096632388237383	-1.1721294344994104	-1.0371758707222205	-1.1721294344994104	-0.43937901104485416	0.2976837750712725	-0.13975220551847758	-0.8496582076323544	-0.8827815796479158	-1.1721294344994104	-1.1721294344994104	1.7228579861847024	1.3421117514657788	0.5972215485356156	0.8932781596318361	-0.2634640949298633	0.12057634701146869	-0.025121362579383886	-0.11424112451933738	1.329609842027093	0.43777859859560575	0.662491325901131	2.0461450989912797
