0	event_type	dPSI_control	SRR30827713	SRR30827730	SRR30827783	SRR30827776	SRR30827778	SRR30827772	SRR30827782	SRR30827770	SRR30827719	SRR30827779	SRR30827775	SRR30827763	SRR30827781	SRR30827771	SRR30827741	SRR30827780	SRR30827752	SRR30827784	SRR30827785	SRR30827786	SRR30827773	SRR30827714	SRR30827774
ENSMUSG00000007656;A5:9:74945005-74945189:74945001-74945189:+	A5	0.550034186353345	0.0842490037908116	0.1842722885959676	0.2119331197003971	0.4042485204100925	0.320450574371163	0.6899528054616889	0.6403332578499155	0.2881491997394644	0.1852725232947974	0.4080630649418746	0.0820479353189577	0.1729432002030302	0.7895076353332712	0.2600238498219948	0.1055917133063865	0.7855311382593507	0.1321938948317141	0.1714326062552807	0.0483067354345607	0.0616651032291973	0.4285120528511764	0.1656775801735295	0.1403833121042441
ENSMUSG00000022948;RI:16:93382067:93382190-93383125:93383205:-	RI	0.5318969717938623	0.6756123156089692	0.378435078747979	0.6986232900420514	0.8681293311790724	0.8524320970684063	0.8944005229648184	0.7369479794696008	0.8314834893479656	0.3981960243675361	0.7906117610733959	0.7974898713769688	0.3691297097849084	0.9087793320290962	0.8147267862933268	0.2343051163988458	0.8926240610259862	0.2261427359211774	0.2507305586072169	0.342694820757671	0.2152044277553839	0.5989903570870881	0.1400005977157833	0.2743462881246666
ENSMUSG00000020288;AF:11:23446881-23447502:23447538:23446881-23447775:23448030:-	AF	0.5116285617711611	0.8069082571295385	0.8225231805942204	0.8274826096679653	0.6866820041789501	0.815682741700529	0.6608011962565157	0.9180411869816972	0.687959591254887	0.6113545838613014	0.8043127697494149	0.5301806902141281	0.6864872868043493	0.922311744332288	0.876995444442197	0.0055283245730302	0.9619267650795572	0.074785690516853	0.1730954436949074	0.5534143000158069	0.1732761232580703	0.8220367967959756	0.0714688037499763	0.1469005089800859
ENSMUSG00000064127;SE:X:12553440-12555568:12555699-12559824:-	SE	0.5095412210273217	0.5269666587445769	0.4661816291565259	0.4303405731647232	0.5521956369618327	0.5594451142615614	0.7258301221389799	0.8787615401055353	0.7589034852693647	0.4905313287195011	0.960316330687541	0.5567311829269409	0.4472716531861762	0.9682918812852028	0.7412807582977368	0.4309001077305992	0.966464176805663	0.5377125213564474	0.4271770491405371	0.4655456576911799	0.4341012613978018	0.8705002665917443	0.5674062818199413	0.3887504724994972
ENSMUSG00000041353;AL:X:149181791:149181912-149203338:149191916:149192596-149203338:-	AL	0.5081999689457715	0.0	0.0	0.0	0.0	0.0	0.4206409451696254	0.4345800285866427	0.5023965162372312	0.0	0.5308913792087294	0.0	0.0	0.5303458454171096	0.5179619450442015	0.0	0.5369826225706039	0.0	0.0	0.0	0.0	0.4197601811333015	0.0	0.0
ENSMUSG00000024667;AF:19:10532528-10533077:10533120:10532528-10533479:10533602:-	AF	0.5074270798346985	0.5157762657331753	0.2928747807759462	0.1474407162367391	0.659528975877567	0.8449254096431896	0.7775282448221658	0.5025410362337182	0.6104770239304865	0.2399828399828399	0.9314193029678314	0.4283904618617844	0.394376214621645	0.909318666368018	0.710423979934906	0.2409185048594651	0.9653535802776384	0.4940562358225553	0.4324985493351317	0.3923623181969239	0.2101482032478906	0.8754951932487104	0.3284694233111286	0.2820375304419522
ENSMUSG00000071533;SE:16:55842492-55844587:55844749-55849966:-	SE	0.5058889679434457	8.486098508575808e-08	0.0	0.0250488596281961	0.4841764823934421	0.5899423381546112	0.2932921305187521	0.6883654740836693	0.3865989319794666	0.0469574132279343	0.5406715001436186	0.4594101699548913	0.1490986117488693	0.4948649693200915	0.2051943390904453	0.0336802465615967	0.6139655285595692	0.011813386287874	0.0622714267509474	0.0299119464421319	0.0838119815584966	0.9581467895643188	0.0549524816073572	0.0514890605836682
ENSMUSG00000021018;AF:16:20536580:20536744-20537574:20536922:20537419-20537574:+	AF	0.502041732761731	0.0	0.6788928732574984	0.7535218495804573	0.8546915216602328	0.7637142248144632	0.0	0.7412724102720838	0.4295578259985014	0.4271588706584129	0.7930536210186748	0.0	0.6695487487136821	0.8385080317427478	0.4967431382758291	0.0	0.7589842330139701	0.3512084151332325	0.0	0.4361464705723998	0.0	0.6261951128186501	0.7376643789183875	0.0179561457144711
ENSMUSG00000031601;AF:8:40963267-40964581:40964795:40963267-40968745:40968888:-	AF	0.4951764472242873	0.0610509911473654	0.0766535723163356	0.0346124663742504	0.3912134855066188	0.2890841353760304	0.4472233387182797	0.4940551520349632	0.3453781774322326	0.077334575306213	0.6001630475596301	0.4614523051447168	0.1141476512566262	0.6133938224635787	0.3895459484216117	0.1260711439709181	0.6962782727368342	0.1429414808626992	0.0993184400311612	0.0869507346686034	0.0926532938226578	0.4924569007030723	0.1396963734469315	0.1294328261499698
ENSMUSG00000022292;AF:15:37947095-37953843:37955382:37947095-37961088:37961135:-	AF	0.4889741824655115	0.4456035699787328	0.4546275924726287	0.206801634340147	0.7633087502350115	0.9999998101469648	0.9397440436109966	1.0	0.9927975848404528	0.4925658482062598	0.6872050196193823	0.8041798523095864	0.5645330895744988	1.0	1.0	0.3823021543523069	1.0	0.3254814119913412	0.3065716340174129	0.4950028334038359	0.310394338578888	0.7287526283660042	0.1899869825884481	0.3613780282001135
ENSMUSG00000070837;A5:7:6998711-6999267:6998547-6999267:+	A5	0.4860282660452778	0.236082588947001	0.2066500202744521	0.1656755759572141	0.8812357023601567	0.0	0.3831618568720431	1.0	1.0	0.2616204308237593	0.3173541346856146	0.1535884987392269	0.3348321616752152	0.6791465644022686	1.0	0.1630592678223204	1.0	0.2041245001027792	0.1984016150951375	0.197463163005637	0.2323450128738652	0.582847307628913	0.19677818047747	0.2877472973520547
ENSMUSG00000058704;SE:17:74509360-74527483:74527535-74532427:-	SE	0.4820770973218334	0.1326338643479066	0.10182418122932	0.0161585920621532	0.3466865668482028	0.3822425424475126	0.4447242012052456	0.6452249765441893	0.341884169157316	0.048502936986299	0.5596856677838394	0.1548781242024882	0.1318501968354377	0.5221661243790683	0.1723706271524379	0.0026468584913295	0.6546362424314478	7.421568116656008e-08	0.0419450624863952	0.0	0.1642766636222133	0.2911584901665944	0.1835344950124166	0.15727776139356
ENSMUSG00000056536;A5:1:105585575-105586612:105585575-105586641:-	A5	0.4798238989500233	0.5097188769073934	0.3109878622745274	0.5259629246705858	0.5986783453316259	0.9547549111097702	1.0	0.961866501140056	0.8583058354601154	0.3505502061970891	1.0	1.0	0.6015199486693216	1.0	0.9422515267857512	0.4340882134390468	1.0	0.397946877568125	0.3603745547022053	0.486507155147797	0.5592224625492895	0.964119609097086	0.4187293503799595	0.3953213389735552
ENSMUSG00000012405;A5:14:4198851-4199236:4198737-4199236:+	A5	0.4792228944309697	0.0	0.0799473574144327	0.0593062055360852	0.4092205395484666	0.4305397247249254	0.8457879238956951	0.7967597847051533	0.7690273084956737	0.0678231695906169	0.8712329536180384	0.3902656076333115	0.4397003028663173	0.7926170842643739	0.7056375084991279	0.1057309392002493	0.8338406641602454	0.2455539626979667	0.0826489394075161	0.3592171940890889	0.1992850305334955	0.8662068115786503	0.2294939178691497	0.3793563815350307
ENSMUSG00000012405;A5:14:4198873-4199236:4198737-4199236:+	A5	0.4777046150018543	0.0686457739173726	0.0849381664181629	0.0100454285901481	0.0771062456736168	0.4205522504841044	0.5788349963485836	0.5766740148801323	0.5649031307278485	0.0177766648785311	0.6985496523205806	0.2724276498995382	0.1288178487187759	0.6987254306923759	0.5324900933385919	0.0439575682343168	0.6610026608418805	0.1236668346430314	0.0963659578261291	0.235564245514836	0.1715456090152526	0.7442681110976055	0.1160252077733655	0.1882055954786879
ENSMUSG00000046679;AF:6:86415356:86415469-86420709:86415674:86415776-86420709:+	AF	0.4757217250789115	0.1847384393170806	0.4030684808779887	0.6296226953132876	0.9963602038560836	0.7865157027986663	1.0	0.982317908084166	0.9999999999828476	0.5170789409727496	1.0	0.9060559738917262	0.8303953892432909	0.9999995348714928	1.0	0.2379578047095724	1.0	0.3975750419304671	0.7056130059819109	0.308437534817151	0.4054552876999724	0.8075498139778771	0.5863131834309602	0.5351423308795985
ENSMUSG00000066551;AF:5:148987561-148988089:148988426:148987561-148989710:148989850:-	AF	0.4723915145635103	0.0100826890526091	0.0	0.0	0.0725346266152333	0.0699828663715054	0.5414313625399303	0.4813173425564486	0.4755676109456326	0.0017548486859582	0.5351137989935829	0.0507041647440499	0.0077357758902096	0.5288576516338627	0.2696484040274207	0.0	0.3719126931691063	0.0047813642481547	0.0	0.0042521902394897	0.0022617628764899	0.4740199506366112	0.0064837703883844	0.01338569909277
ENSMUSG00000073079;AL:12:55138118-55138492:55138686:55138118-55142600:55142674:+	AL	0.4693300934611909	1.0	0.0	0.0	0.0	0.0	0.4750051931760658	0.6543357183259086	0.3084800038093651	0.0	0.5318549444195352	0.0829518022596427	0.625617694266821	0.857466500954764	0.809439704533259	0.0	0.6403798246046086	0.0	0.0	0.1810989201932318	0.0	0.6448107000282056	0.0	0.0
ENSMUSG00000026683;A3:1:169356380-169358891:169353018-169358891:-	A3	0.4665048396114795	0.1034398875190526	0.112311253895826	0.1636063593775228	0.2574480978231803	0.358773680614346	0.2754932226353462	0.6564448524209131	0.2894453352039282	0.0655545441842761	0.183653640791146	0.3888764272219801	0.052701472410276	0.6747616795269124	0.3360192245182747	0.043739966695032	0.5043857347153994	0.0449604332467673	0.0319680233458412	0.0445942305964365	0.0204585540257623	0.2305505420801668	0.0108039230148006	0.0354722919759781
ENSMUSG00000041353;AL:X:149181791:149181912-149203338:149191574:149192596-149203338:-	AL	0.4650019440423905	0.0	0.0	0.0	0.0	0.0	0.2787291339563054	0.3990680241606494	0.3205845780597773	0.0	0.3309044232241324	0.0	0.0	0.5823737941539131	0.3007716844090763	0.0	0.547661534630867	0.0	0.0	0.0	0.0	0.3397780815005182	0.0	0.0
ENSMUSG00000005204;AF:11:69571676-69572489:69572672:69571676-69572815:69572910:-	AF	0.4595427981066418	0.9998791145551106	0.0	3.419218066365908e-09	0.999998820434332	0.0	0.582437659451897	0.4648979414857291	1.0	0.8635344650702969	0.6267350590266226	1.0	0.0	0.994402151800877	0.3755938678552186	0.1048519699032916	0.2394414034697251	0.0	0.1356032251745079	0.0981169499379762	0.1917366998840291	0.4298899168028363	0.3205464960779226	0.1974517135343809
ENSMUSG00000053453;AF:14:8507911:8507969-8515107:8508486:8508578-8515107:+	AF	0.4553973146227951	0.0	0.0	0.0190367571150698	0.0	0.0	0.7097663092381777	0.5660965640607067	0.3544215819837878	0.0397275141335919	0.4234694445991867	0.1902986050730983	0.0482833842256736	0.5012159341709352	0.1131221493657494	0.0	0.4143492279196788	0.0084186355657606	0.0200980211703786	0.0196034548835278	0.0156550731501256	0.3916091979510832	0.0165321813845081	0.0
ENSMUSG00000037443;A3:4:133881707-133882988:133881701-133882988:-	A3	0.4550021456801404	0.8091507081483951	0.999996399761189	1.0	0.9999999858418008	0.9999999988534046	1.0	0.6822981686122467	0.9288204412487818	0.9965074972275596	0.8614477473100588	0.264541586855622	0.0	0.999789145996865	0.9184295760999104	0.7405404182596304	0.8990368233784641	0.9920945427216608	0.9999991694305792	0.9937996058978492	0.3083376870274428	0.9999999999695935	0.7274921832761808	0.3204260096517811
ENSMUSG00000027620;SE:2:156019305-156020800:156020872-156021097:-	SE	0.4515643253754893	0.0283589592245911	0.0245302624744613	0.0090258739089949	0.1464529309801139	0.1224004436969824	0.3842441670769536	0.5285457646682918	0.4381753028603689	0.0058746339501726	0.523542780354386	0.0963266349743884	0.0344780591314339	0.4557092819613927	0.4658196236620751	0.0075337702761957	0.5029669999340044	0.0106719172725233	0.0229898155739307	0.0505454222965609	0.0496281828377925	0.3484333150040986	0.0322805827099595	0.0698558611503304
ENSMUSG00000068417;AF:14:51193449:51193685-51196972:51193701:51193915-51196972:+	AF	0.4493740226393773	0.2568271733917929	0.1239863149185687	0.2870279293812144	0.4908291261050691	0.2453307892709059	0.551416926701904	0.6649761835800405	0.5466175836594033	0.0772383609908398	0.616841054392225	0.2495584780446201	0.3244247446607836	0.7198829162835374	0.472236250280379	0.1238273641336135	0.757164947783789	0.0802448050246732	0.1585018810826778	0.2576939931815986	0.1602690796716437	0.5751210567727668	0.1949841962016001	0.2189811939680568
ENSMUSG00000066463;AF:9:78220357-78220609:78220729:78220357-78221979:78222078:-	AF	0.4491988072662206	0.936790784289872	0.9161166154433388	0.9606242280582784	0.9263065554695924	0.9450734237902484	0.896733039780614	0.7931057958516771	0.8937869912879516	0.9028861626191096	0.5977121936850374	0.201714548398206	0.6984762540318096	0.9049620395712942	0.9387907641477762	0.0577414692280886	0.8596878104871947	0.0878383669989301	0.6683067489405705	0.6127474974833002	0.0280067815597104	0.7181164996969347	0.0	0.0194420774555006
ENSMUSG00000027122;AF:2:106799903-106800656:106800736:106799903-106804617:106804769:-	AF	0.4432962878208078	0.0	0.0102118419583075	0.0090089906331708	0.0	0.0	0.354788786203068	0.3160379128894316	0.1883136118827862	0.0	0.4220313630794939	0.0	0.0	0.4991749213707118	0.0956358400464073	0.0051564048895949	0.5444538954204196	0.0	0.0	0.0	0.0	0.3599825691886199	0.0053691241787154	0.0085129414768256
ENSMUSG00000096917;A3:8:57959835-57963030:57959835-57963122:+	A3	0.426403508222253	0.3479916451359925	0.3121499255325229	0.363569086557848	0.3289363793767685	0.344904986607963	0.6632529375321827	0.7322885414810618	0.6317023956163448	0.3132555778481881	0.7657406527382126	0.4076278428919463	0.3203630289413269	0.7456947203769176	0.4674735575818682	0.2585500586335857	0.6524938938906678	0.2459538815193684	0.2854093113535174	0.2904123366225543	0.2903023218155634	0.6339155443621617	0.2798690649995414	0.289526088218403
ENSMUSG00000097113;AF:1:136611110:136611211-136616482:136611367:136611441-136616482:+	AF	0.4252923467387161	0.9999972246194546	0.1880344889164256	0.2298053380066746	0.6117303279119616	0.7023056344220636	0.0	1.0	0.9663695634725136	0.0	0.2894504466701422	0.5780299880716014	0.0	0.0	0.8964209055059154	0.3503039359536962	1.0	0.0	0.1240317819351135	0.0	0.2781360884357318	0.565669015939235	1.0	0.310144971279546
ENSMUSG00000037722;A5:14:45622205-45626508:45622205-45626521:-	A5	0.4181528466501535	0.5708274336499973	0.2640356416923231	0.0	0.7571815480069678	0.4653031890749945	0.8998886406117657	0.6794562556602673	0.7016033938534981	0.3183789263413261	0.587205185467618	0.0	0.2363246825170738	0.705032597873912	0.8248787441667925	0.1005280389221142	0.7926857665178424	0.2607318149616464	0.0	0.2571077936354007	0.3012577130103715	0.7809491948115144	0.2127678748935202	0.2970782297561796
ENSMUSG00000063714;A3:2:72817976-72818694:72817976-72818716:+	A3	0.4168326663579352	0.2390366155014109	0.1334560548529215	0.0	0.6956074998143197	0.4224316739873109	0.768116380788554	0.7846627923583113	0.732700481622953	0.0	0.7350778949603816	0.340353174675101	0.5489256432251494	0.7426784519737196	0.7553383261305898	0.0	0.759295518829164	0.0	0.0065737412644083	0.3846381523084015	0.2136961538500078	0.8544659557161288	0.361584824736	0.2071240433062767
ENSMUSG00000020737;AF:11:115394000-115404853:115404974:115394000-115405046:115405197:-	AF	0.4167590077605752	0.6298697334653626	0.6724829352654286	0.4775279766359497	0.5216247904362215	0.4493421490420313	0.7440411306516032	0.6445625978775829	0.5622820378063355	0.5444886473485497	0.4515548056579543	0.3290254815440301	0.4009088515085499	0.6866227636041726	0.4882403114056176	0.401787587668156	0.6504666224358078	0.0	0.6021574921906253	0.3338302939353407	0.0	0.6397308278881491	0.0	0.0314316130893262
ENSMUSG00000043872;A3:4:126943699-126944357:126943405-126944357:-	A3	0.4131604235910884	1.0	0.3786779498679851	0.7009856921355317	0.8585427653520743	0.8162930933594496	0.7687960470801211	0.9515656310301944	1.0	0.6154980020749764	0.8007097677729402	0.7891100771271514	0.544412283068495	1.0	0.8782866137423947	0.6090036173035946	1.0	0.5818708146184888	0.6059633443828877	0.5122472653432903	0.5335295188303831	0.8371367612418705	0.6960404709755681	0.5094446371966125
ENSMUSG00000037465;AF:15:38298096-38299303:38299326:38298096-38300803:38300950:-	AF	0.4128762505338033	0.0162105189363154	0.951397611268888	3.8685839037826567e-10	0.0	1.1602896458040501e-10	0.000377308868698	0.6003279886887186	0.5618664893610259	0.0	0.1813549183628368	0.0	0.0066199582832835	0.6399899288376613	0.0388142745431548	2.5500236569160848e-06	0.2504546762646265	0.0	1.614267971998001e-07	0.0	0.0140025517353463	0.7075423908995304	0.0	0.0
ENSMUSG00000019837;A5:10:40133289-40133562:40133289-40133575:-	A5	0.4112687558757576	0.0	0.0	0.0187149260217186	0.0	0.7559486157548547	0.6194303511327673	0.578410628768231	0.7191620340454498	0.0	0.4698300875878915	0.0747655780398369	0.5075467665717422	0.7394804735032371	0.7021699795400677	0.0	0.7308216379725913	0.0	0.6052336007771125	0.0	0.3659210377571784	0.6887448543602673	0.0	0.0
ENSMUSG00000022200;SE:15:12343237-12343359:12343407-12349454:+	SE	0.4109107006640737	0.3398548076246427	0.2483692962857442	0.2119732908368769	0.5765191429574991	0.389645960191581	0.606457077465106	0.6311142316120933	0.4109322164276811	0.1933666105583084	0.4306227390309339	0.382994904179101	0.2281924261673999	0.6801702020019513	0.534348897482156	0.1679053318589493	0.6813122778392868	0.181111991813412	0.1518412275965019	0.2293689989524012	0.1949111857897263	0.5023075942915393	0.1843007698800291	0.127104036918443
ENSMUSG00000000441;RI:6:115597170:115597288-115598777:115598823:-	RI	0.4086277019581202	0.6026167281308697	0.4117827609062157	0.5282019556108797	0.4304936030360714	0.3531496028969402	0.7006548209965576	0.7693959991473847	0.6456251047810648	0.5603631522285153	0.5254984843105609	0.3284857638016237	0.4254242377047733	0.825054878794368	0.7374573221769517	0.2943639964359866	0.7745815966224908	0.3847117661799533	0.3113629903773235	0.4146594987900148	0.3788809622238924	0.615978440232594	0.2389085626881964	0.0410554523236431
ENSMUSG00000014633;SE:8:117620898-117623079:117623253-117637867:-	SE	0.4068235318002541	0.0	0.2933067964027716	0.1236160291108442	0.1969775202076933	0.0	0.4958286697598281	0.4886334881663349	0.4879058473415047	0.0405720080749731	0.6033997447980494	1.0131385780202957e-07	0.2368954478898714	0.6233007260496936	0.520519069647669	0.0281731045755088	0.6898859533980644	0.0834186729568934	0.1126947865988136	0.2317307296095538	0.145183309319012	0.2375882510649706	0.0231885671386589	0.1641162983926882
ENSMUSG00000006398;A5:4:118292073-118292670:118292073-118292974:-	A5	0.4065378218220815	0.0	0.0	0.0	0.0	0.0	0.162244322913351	0.4933229031071148	0.0	0.0	0.2479760607047951	0.0	0.0	0.3967348998952821	0.1519101407478812	0.0	0.6119652518735088	0.0	0.0	0.0	0.0562404135003296	0.1695437212963175	0.0	0.0676074147920453
ENSMUSG00000030042;AF:6:82629148-82629366:82629499:82629148-82629605:82629910:-	AF	0.4054744478083055	0.0255181897544982	0.0441261534467182	0.0190138230078643	0.150063643863938	0.1204512550100281	0.5015319433973445	0.4238650200904633	0.4520787408398373	0.0427843221288337	0.4813868809231545	0.1718174342550164	0.1380855659223263	0.5169163877743002	0.4605495738785817	0.0317740805187793	0.5153969277531724	0.0380948033992456	0.026128692876194	0.1022500902383832	0.0328793415253088	0.4200790324152876	0.0243912138045635	0.0424524276218497
